Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
56,Male,Married,Salaried,12144,578093,8,443,6.75,0.23,Floating
50,Female,Married,Salaried,1297004,541070,1,844,6.75,0.03,Floating
40,Male,Single,Salaried,921568,644862,4,894,6.75,0.45,Fixed
27,Female,Married,Salaried,846511,217265,9,782,6.75,0.72,Floating
86,Female,Married,Retired,1563719,628555,3,610,6.75,1.44,Floating
51,Male,Single,Salaried,609385,689196,6,744,6.75,0.01,Fixed
69,Female,Married,Retired,1321976,682096,4,395,6.75,0.99,Fixed
27,Female,Single,Salaried,1394650,463629,1,643,6.75,0.7,Fixed
36,Male,Married,Salaried,718749,1026525,3,543,6.75,0.67,Fixed
75,Female,Married,Retired,1004234,781232,3,837,6.75,1.25,Floating
18,Male,Married,Salaried,1839371,935486,3,694,6.75,0.85,Floating
86,Male,Married,Retired,495104,636021,6,575,6.75,1.4100000000000001,Fixed
21,Female,Married,Salaried,1277465,500350,9,399,6.75,0.18,Fixed
33,Male,Married,Self-Employed,1031055,677491,7,815,6.75,0.96,Fixed
41,Male,Married,Salaried,1635342,312189,7,389,6.75,0.81,Fixed
19,Male,Married,Salaried,983132,748482,1,696,6.75,0.9,Fixed
49,Female,Married,Self-Employed,1342876,363799,9,340,6.75,0.34,Floating
41,Female,Married,Self-Employed,199740,323240,4,740,6.75,1.0,Floating
29,Male,Married,Salaried,72082,105123,8,770,6.75,0.01,Floating
67,Female,Married,Retired,475380,801802,1,833,6.75,1.37,Floating
52,Male,Married,Salaried,779227,1104257,8,349,6.75,0.68,Floating
50,Male,Married,Salaried,822913,910421,9,571,6.75,0.14,Fixed
50,Female,Single,Salaried,1546139,770310,5,782,6.75,0.83,Floating
78,Female,Married,Retired,803505,778787,7,795,6.75,1.29,Floating
68,Male,Married,Retired,1011913,768475,2,770,6.75,1.04,Floating
60,Male,Single,Retired,1069780,462058,1,622,6.75,1.13,Floating
29,Female,Married,Salaried,684249,385573,6,492,6.75,0.13,Floating
84,Female,Married,Retired,990847,207906,9,807,6.75,0.96,Fixed
82,Female,Married,Retired,1525580,1058584,1,588,6.75,0.54,Fixed
50,Male,Married,Salaried,1149595,439845,1,437,6.75,0.58,Fixed
57,Female,Married,Salaried,1296603,542739,4,750,6.75,0.45,Fixed
60,Female,Married,Retired,1166610,163033,6,610,6.75,0.59,Floating
61,Male,Single,Retired,1823562,267800,9,856,6.75,0.9099999999999999,Floating
46,Female,Married,Salaried,473799,204643,2,486,6.75,0.44,Fixed
30,Female,Married,Salaried,2250308,784448,5,586,6.75,0.74,Floating
29,Female,Married,Salaried,1498170,691304,7,768,6.75,0.05,Fixed
63,Female,Married,Retired,1589069,639894,4,771,6.75,1.1099999999999999,Floating
19,Female,Married,Salaried,1654977,680548,6,387,6.75,0.51,Floating
52,Female,Single,Salaried,1518171,495235,6,735,6.75,0.27,Floating
25,Male,Single,Salaried,354945,724639,4,437,6.75,0.74,Fixed
43,Female,Single,Salaried,433496,455770,4,663,6.75,0.56,Floating
51,Female,Married,Salaried,1349604,636827,9,416,6.75,0.52,Fixed
24,Female,Single,Salaried,1288789,382193,1,761,6.75,0.95,Fixed
85,Male,Married,Retired,1442900,831276,5,362,6.75,1.31,Floating
75,Male,Married,Retired,1023322,231499,9,373,6.75,0.71,Fixed
46,Male,Married,Salaried,341356,837964,9,773,6.75,0.39,Fixed
53,Female,Single,Salaried,944936,608578,9,681,6.75,0.66,Floating
38,Female,Married,Salaried,1370681,955146,2,319,6.75,0.55,Floating
53,Male,Married,Salaried,873414,301801,7,328,6.75,0.43,Fixed
27,Male,Single,Salaried,997621,430775,8,461,6.75,0.98,Floating
41,Male,Married,Self-Employed,1015026,422497,1,573,6.75,0.17,Fixed
81,Male,Married,Retired,738996,241016,2,585,6.75,0.8400000000000001,Fixed
66,Female,Married,Retired,593045,1091812,1,563,6.75,0.9,Floating
53,Male,Married,Salaried,2054187,572568,9,350,6.75,0.07,Floating
41,Male,Married,Salaried,1779300,222677,5,419,6.75,0.47,Floating
40,Male,Married,Self-Employed,1535071,935671,4,707,6.75,0.52,Floating
79,Male,Married,Retired,1207515,729885,8,765,6.75,0.76,Fixed
54,Female,Single,Salaried,497649,442867,3,861,6.75,0.96,Floating
29,Male,Single,Salaried,1443651,55754,8,852,6.75,0.54,Floating
72,Female,Single,Retired,1557654,1014207,3,865,6.75,1.08,Floating
30,Male,Married,Self-Employed,827762,1083790,6,615,6.75,0.89,Floating
40,Male,Married,Salaried,466149,683117,4,624,6.75,0.27,Floating
47,Male,Married,Self-Employed,1213459,656227,8,322,6.75,0.63,Floating
34,Female,Single,Salaried,1533957,561331,7,522,6.75,0.45,Floating
79,Male,Single,Retired,679980,371104,5,338,6.75,0.87,Floating
30,Female,Single,Salaried,1264354,863046,3,562,6.75,0.38,Fixed
76,Female,Married,Retired,546280,384971,5,684,6.75,0.52,Floating
36,Male,Married,Salaried,431660,667366,4,710,6.75,0.82,Fixed
66,Female,Single,Retired,1102433,565445,8,881,6.75,1.0899999999999999,Floating
29,Female,Married,Salaried,592806,496461,5,767,6.75,0.93,Floating
78,Male,Married,Retired,1215042,244295,5,407,6.75,1.35,Fixed
36,Male,Single,Self-Employed,192283,141515,2,486,6.75,0.98,Fixed
26,Female,Married,Salaried,571483,648343,9,557,6.75,0.03,Floating
88,Male,Married,Retired,1514552,370484,6,651,6.75,1.15,Floating
45,Female,Married,Salaried,1346257,543351,1,806,6.75,0.95,Floating
69,Male,Married,Retired,1209520,560132,3,575,6.75,1.27,Fixed
33,Male,Married,Self-Employed,777259,592876,4,783,6.75,0.32,Floating
86,Female,Married,Retired,1006854,464022,2,582,6.75,0.61,Fixed
29,Female,Single,Salaried,887619,694509,4,895,6.75,0.67,Floating
42,Male,Married,Salaried,2166887,950956,2,618,6.75,0.66,Floating
69,Female,Married,Retired,1158217,427921,6,854,6.75,0.79,Floating
70,Male,Married,Retired,616695,721617,9,767,6.75,1.31,Floating
40,Male,Married,Salaried,959543,508008,1,674,6.75,0.63,Fixed
33,Female,Married,Self-Employed,159732,569679,5,488,6.75,0.41,Fixed
74,Male,Single,Retired,48110,783739,9,489,6.75,0.97,Fixed
56,Male,Married,Salaried,1731357,626645,7,373,6.75,0.25,Floating
70,Male,Married,Retired,1136844,779567,6,800,6.75,1.04,Floating
59,Female,Single,Salaried,774205,25699,7,449,6.75,0.5,Floating
75,Male,Married,Retired,986739,1292937,9,391,6.75,1.44,Floating
56,Male,Married,Salaried,947916,716162,3,539,6.75,0.51,Floating
31,Female,Married,Salaried,1033795,679644,8,360,6.75,0.78,Floating
22,Male,Married,Salaried,1573873,458604,1,535,6.75,0.61,Floating
52,Female,Married,Salaried,1267718,50013,6,531,6.75,0.23,Floating
35,Female,Married,Salaried,795207,715602,9,528,6.75,0.05,Floating
26,Male,Married,Salaried,125559,832719,1,607,6.75,0.7,Floating
75,Male,Single,Retired,498844,11555,5,857,6.75,1.3,Floating
34,Male,Married,Self-Employed,1379228,765760,8,355,6.75,0.87,Fixed
24,Female,Married,Salaried,1781048,963202,6,584,6.75,0.68,Floating
63,Female,Married,Retired,561026,951118,6,517,6.75,0.9299999999999999,Fixed
30,Male,Married,Salaried,485443,659368,3,628,6.75,0.49,Floating
57,Male,Married,Salaried,783808,476606,8,478,6.75,0.76,Floating
59,Male,Married,Salaried,1892203,784364,1,426,6.75,0.18,Fixed
26,Male,Single,Salaried,1073851,624159,4,534,6.75,0.45,Floating
67,Male,Single,Retired,618868,609384,8,524,6.75,0.55,Floating
44,Female,Married,Salaried,819433,341940,6,630,6.75,0.11,Floating
83,Male,Single,Retired,735907,16056,9,328,6.75,0.73,Floating
22,Female,Married,Salaried,1352066,757136,1,486,6.75,0.63,Floating
46,Male,Married,Salaried,1976740,402681,2,448,6.75,0.92,Floating
54,Male,Single,Salaried,1065415,205958,1,303,6.75,0.36,Floating
55,Male,Single,Salaried,1546877,166339,4,591,6.75,0.5,Floating
25,Female,Married,Salaried,326965,445550,9,382,6.75,0.57,Fixed
82,Male,Married,Retired,2170502,266224,4,453,6.75,0.78,Fixed
34,Male,Married,Salaried,330460,823590,9,775,6.75,0.69,Floating
88,Male,Married,Retired,1605923,662468,6,630,6.75,0.71,Fixed
62,Female,Single,Retired,1169310,835167,5,648,6.75,0.69,Fixed
21,Male,Married,Salaried,370947,190748,4,605,6.75,0.21,Fixed
53,Male,Married,Salaried,1417226,81353,2,767,6.75,0.48,Floating
87,Female,Married,Retired,985459,1027103,8,412,6.75,0.75,Floating
48,Female,Married,Salaried,544138,259853,3,468,6.75,0.43,Fixed
36,Male,Single,Salaried,1005366,528642,1,568,6.75,0.38,Fixed
78,Female,Single,Retired,175071,270926,7,636,6.75,1.33,Floating
71,Male,Married,Retired,758821,253402,8,485,6.75,0.72,Fixed
56,Female,Married,Salaried,517783,678464,7,657,6.75,0.31,Fixed
36,Female,Married,Self-Employed,908805,461379,4,621,6.75,0.95,Floating
56,Male,Married,Salaried,134609,894099,8,553,6.75,0.24,Fixed
84,Female,Married,Retired,104512,35102,4,460,6.75,1.3,Floating
62,Male,Married,Retired,575453,494668,5,752,6.75,0.64,Fixed
30,Male,Married,Salaried,980845,346632,8,326,6.75,0.59,Fixed
75,Female,Married,Retired,513373,426289,2,605,6.75,0.59,Floating
37,Female,Single,Self-Employed,1230773,447176,8,870,6.75,0.41,Fixed
89,Male,Married,Retired,1351044,692951,5,655,6.75,1.46,Fixed
78,Male,Single,Retired,577931,444369,5,889,6.75,1.1400000000000001,Floating
56,Male,Married,Salaried,1695234,447460,7,762,6.75,0.21,Floating
18,Female,Single,Salaried,848549,1022578,4,454,6.75,0.81,Floating
20,Female,Married,Salaried,1915766,134003,3,801,6.75,0.65,Fixed
79,Female,Single,Retired,870187,174243,6,627,6.75,1.4300000000000002,Floating
80,Male,Married,Retired,439181,1057181,6,768,6.75,0.73,Fixed
42,Female,Single,Salaried,1614045,1012678,6,604,6.75,0.12,Floating
73,Female,Single,Retired,479298,38020,7,677,6.75,1.13,Fixed
50,Female,Married,Salaried,1568852,1142910,4,548,6.75,0.91,Fixed
55,Male,Married,Salaried,1060312,673681,3,671,6.75,0.78,Fixed
23,Male,Single,Salaried,722056,287439,3,625,6.75,0.41,Floating
75,Male,Single,Retired,615785,501643,3,766,6.75,0.9299999999999999,Floating
61,Female,Single,Retired,956877,371157,2,300,6.75,0.8300000000000001,Floating
62,Male,Single,Retired,1339924,500196,6,837,6.75,1.42,Floating
49,Female,Single,Salaried,979955,375501,1,496,6.75,0.81,Floating
62,Male,Married,Retired,1739754,146770,6,580,6.75,0.77,Fixed
78,Female,Married,Retired,412114,103452,8,796,6.75,0.8200000000000001,Fixed
64,Male,Married,Retired,951693,564553,6,357,6.75,1.24,Fixed
38,Male,Married,Self-Employed,1550330,259834,2,728,6.75,0.42,Floating
53,Male,Married,Salaried,398050,72897,7,321,6.75,0.61,Fixed
36,Male,Married,Salaried,1520131,659452,3,731,6.75,0.16,Floating
37,Male,Married,Salaried,1009898,656261,9,568,6.75,0.83,Floating
74,Female,Married,Retired,1055059,656429,8,708,6.75,1.06,Floating
35,Male,Married,Salaried,830223,523350,6,821,6.75,0.83,Floating
64,Male,Married,Retired,395518,237026,1,573,6.75,1.21,Fixed
66,Male,Married,Retired,960595,861057,2,354,6.75,0.9299999999999999,Floating
31,Male,Married,Salaried,722108,764431,8,867,6.75,0.68,Floating
32,Male,Single,Salaried,1762152,1168803,6,860,6.75,0.06,Floating
48,Male,Married,Salaried,1255211,878099,1,709,6.75,0.44,Floating
18,Male,Single,Salaried,1017249,595544,9,668,6.75,0.44,Floating
71,Male,Married,Retired,1658869,1029980,8,789,6.75,0.9199999999999999,Fixed
20,Female,Married,Salaried,971943,522164,2,415,6.75,0.12,Fixed
33,Male,Married,Salaried,1351440,524627,5,629,6.75,0.49,Fixed
74,Male,Married,Retired,1582105,485784,3,383,6.75,1.26,Floating
29,Male,Married,Salaried,863866,348788,1,593,6.75,0.32,Floating
33,Female,Married,Salaried,1217470,1167645,7,430,6.75,0.82,Floating
89,Female,Single,Retired,781654,250695,9,766,6.75,1.0899999999999999,Floating
41,Female,Single,Salaried,1573091,2700,7,764,6.75,0.72,Floating
45,Male,Single,Self-Employed,986378,360100,3,407,6.75,0.9,Floating
25,Female,Single,Salaried,1685309,609579,6,864,6.75,0.48,Floating
53,Male,Married,Salaried,1099428,337720,3,727,6.75,0.84,Floating
25,Male,Married,Salaried,2272931,786674,4,682,6.75,0.14,Fixed
75,Female,Married,Retired,646423,76311,1,839,6.75,1.28,Fixed
77,Male,Married,Retired,1429851,125192,2,646,6.75,1.33,Floating
67,Female,Single,Retired,978423,104534,1,459,6.75,1.4,Fixed
45,Male,Single,Salaried,887444,751197,2,529,6.75,0.08,Fixed
58,Female,Single,Salaried,50980,79737,4,503,6.75,0.12,Floating
81,Female,Single,Retired,1036390,305047,6,831,6.75,0.52,Floating
44,Male,Married,Self-Employed,512864,443274,8,689,6.75,0.51,Floating
80,Male,Married,Retired,845156,176406,9,302,6.75,0.69,Fixed
34,Male,Married,Salaried,532519,582792,7,628,6.75,0.57,Fixed
50,Female,Single,Salaried,599420,634976,4,332,6.75,0.89,Floating
46,Male,Single,Salaried,463662,938564,7,695,6.75,0.33,Fixed
30,Female,Married,Salaried,468821,500814,1,581,6.75,0.01,Floating
63,Female,Married,Retired,204414,134722,6,669,6.75,1.3900000000000001,Fixed
52,Male,Married,Salaried,1188106,326858,1,475,6.75,0.62,Fixed
23,Male,Married,Salaried,1009048,414698,8,885,6.75,0.2,Floating
86,Female,Single,Retired,1353896,886638,4,855,6.75,1.19,Floating
64,Male,Married,Retired,804053,431481,8,438,6.75,1.13,Floating
42,Male,Married,Salaried,670123,622177,8,752,6.75,0.38,Fixed
83,Male,Married,Retired,956066,409233,2,579,6.75,0.71,Fixed
27,Male,Single,Salaried,1350849,662430,6,526,6.75,0.99,Fixed
73,Female,Married,Retired,1149919,310652,4,649,6.75,1.1400000000000001,Fixed
47,Male,Married,Salaried,1006470,1731,3,830,6.75,0.0,Fixed
22,Female,Married,Salaried,1332191,288649,9,611,6.75,0.13,Floating
50,Male,Married,Salaried,1002524,652491,9,604,6.75,0.25,Floating
82,Female,Married,Retired,704236,598424,2,408,6.75,1.31,Floating
35,Male,Single,Salaried,1453770,620595,5,798,6.75,0.47,Fixed
66,Male,Single,Retired,375819,535645,7,356,6.75,0.56,Floating
28,Male,Married,Salaried,289823,88337,9,394,6.75,0.27,Floating
43,Female,Married,Salaried,987528,306046,8,791,6.75,0.98,Floating
80,Female,Single,Retired,1042916,469866,4,553,6.75,1.27,Fixed
76,Male,Married,Retired,1116511,281029,3,444,6.75,0.5,Floating
44,Male,Married,Salaried,836193,670691,1,745,6.75,0.84,Fixed
66,Male,Married,Retired,1676542,453517,1,467,6.75,0.69,Fixed
50,Male,Married,Salaried,250727,697414,9,438,6.75,0.33,Floating
18,Female,Married,Salaried,1067492,846545,4,677,6.75,0.12,Fixed
38,Female,Single,Salaried,1379323,633107,8,568,6.75,0.01,Fixed
72,Male,Single,Retired,1692175,550733,4,636,6.75,1.0,Floating
23,Female,Married,Salaried,1667163,105706,6,327,6.75,0.29,Floating
86,Male,Single,Retired,451906,517712,4,765,6.75,0.86,Fixed
22,Female,Married,Salaried,1181069,19062,2,455,6.75,0.17,Floating
20,Male,Married,Salaried,892977,138046,1,738,6.75,0.81,Fixed
70,Male,Married,Retired,990525,586901,8,315,6.75,0.67,Fixed
40,Male,Married,Self-Employed,1566964,120307,6,467,6.75,0.52,Floating
70,Male,Single,Retired,1949964,1180525,1,530,6.75,0.97,Floating
54,Female,Single,Salaried,1130455,774110,5,531,6.75,0.92,Floating
34,Female,Single,Salaried,7136,514890,3,652,6.75,0.99,Floating
18,Male,Married,Salaried,165802,338432,2,813,6.75,0.91,Floating
68,Female,Married,Retired,976750,69356,3,504,6.75,1.23,Floating
62,Male,Married,Retired,1498782,1183681,2,557,6.75,0.9299999999999999,Floating
21,Female,Single,Salaried,607282,335604,2,683,6.75,0.13,Floating
79,Male,Married,Retired,904412,855098,1,656,6.75,1.37,Floating
82,Male,Married,Retired,1808954,343892,3,624,6.75,1.22,Fixed
49,Male,Married,Salaried,801759,200276,3,369,6.75,0.13,Floating
51,Male,Married,Salaried,1876424,180097,4,861,6.75,0.09,Fixed
89,Female,Single,Retired,784861,39518,3,475,6.75,1.17,Floating
56,Male,Single,Salaried,1452135,670204,8,810,6.75,0.91,Floating
43,Male,Single,Self-Employed,1038426,614156,4,451,6.75,0.21,Floating
51,Male,Single,Salaried,1388317,337843,1,692,6.75,0.41,Floating
71,Female,Married,Retired,2004320,245328,2,544,6.75,1.46,Fixed
20,Female,Married,Salaried,1209835,425083,7,421,6.75,0.95,Fixed
67,Male,Married,Retired,1630536,668172,6,467,6.75,1.2,Floating
29,Male,Single,Salaried,552684,1162788,9,429,6.75,0.47,Fixed
82,Female,Married,Retired,534286,807414,6,884,6.75,0.87,Floating
71,Male,Married,Retired,183783,557665,2,318,6.75,0.89,Fixed
22,Male,Married,Salaried,472176,246296,8,803,6.75,0.5,Floating
74,Male,Married,Retired,1758633,873988,9,841,6.75,1.19,Floating
34,Male,Married,Salaried,1165731,534374,5,416,6.75,0.51,Floating
64,Male,Married,Retired,866298,547481,6,489,6.75,0.73,Fixed
40,Female,Single,Self-Employed,1102097,854260,4,302,6.75,0.75,Floating
31,Male,Married,Salaried,1340098,426949,2,632,6.75,0.45,Fixed
83,Female,Married,Retired,1389252,769107,5,639,6.75,1.0699999999999998,Floating
68,Male,Single,Retired,1109288,139818,5,459,6.75,1.28,Floating
55,Female,Married,Salaried,1691358,285770,1,714,6.75,0.38,Fixed
81,Male,Married,Retired,514619,641470,5,872,6.75,1.4300000000000002,Fixed
55,Male,Married,Salaried,824667,482043,1,564,6.75,0.51,Floating
67,Male,Married,Retired,1585131,421956,3,366,6.75,1.2,Fixed
47,Male,Married,Salaried,1478178,143394,9,394,6.75,0.76,Fixed
68,Male,Married,Retired,1185414,788228,4,879,6.75,0.86,Fixed
80,Female,Single,Retired,728541,4824,9,540,6.75,0.76,Floating
69,Male,Married,Retired,1393783,763001,6,316,6.75,1.42,Floating
55,Female,Married,Salaried,545419,515284,1,714,6.75,0.31,Floating
47,Female,Married,Salaried,1591007,519957,3,520,6.75,0.11,Floating
68,Male,Single,Retired,1760861,485160,3,339,6.75,1.0,Floating
22,Female,Single,Salaried,711940,240629,4,430,6.75,0.82,Floating
46,Male,Married,Salaried,2294164,978986,4,428,6.75,0.28,Fixed
21,Male,Married,Salaried,501332,609688,8,819,6.75,0.49,Floating
27,Male,Single,Salaried,905485,623635,3,491,6.75,0.36,Floating
73,Male,Married,Retired,893178,470022,4,724,6.75,0.52,Floating
34,Male,Married,Salaried,948092,466050,3,755,6.75,0.14,Fixed
34,Female,Married,Salaried,1712414,463834,7,524,6.75,0.8,Floating
86,Male,Married,Retired,1218865,423134,6,813,6.75,1.4300000000000002,Floating
51,Male,Married,Salaried,584297,29412,1,474,6.75,0.0,Floating
23,Female,Married,Salaried,1054517,343853,1,615,6.75,0.86,Floating
70,Male,Married,Retired,1331606,188360,6,476,6.75,1.22,Floating
83,Male,Married,Retired,1260411,451398,3,392,6.75,1.1800000000000002,Floating
60,Female,Married,Retired,1611091,224782,9,570,6.75,0.9299999999999999,Fixed
40,Male,Married,Salaried,1044694,603472,2,733,6.75,0.33,Fixed
72,Male,Single,Retired,1399798,856483,3,759,6.75,0.9099999999999999,Floating
33,Male,Married,Salaried,928826,404085,9,813,6.75,0.6,Floating
25,Male,Married,Salaried,676619,581663,6,423,6.75,0.95,Fixed
21,Female,Married,Salaried,429316,358054,1,379,6.75,0.21,Floating
21,Female,Married,Salaried,1783243,469013,2,670,6.75,0.97,Floating
73,Male,Married,Retired,245578,908230,7,394,6.75,0.73,Floating
42,Male,Married,Salaried,1127022,36422,6,488,6.75,0.85,Floating
84,Male,Married,Retired,1204821,297719,1,421,6.75,1.1600000000000001,Floating
84,Female,Married,Retired,509656,531684,2,343,6.75,1.25,Floating
44,Male,Single,Salaried,1450475,449910,6,559,6.75,0.83,Fixed
49,Male,Single,Salaried,324760,387467,6,487,6.75,0.01,Floating
67,Female,Single,Retired,710157,145982,6,560,6.75,1.22,Fixed
78,Female,Married,Retired,1482345,629751,9,856,6.75,1.5,Floating
68,Male,Married,Retired,349619,469706,2,359,6.75,0.99,Floating
36,Male,Single,Salaried,1408489,692877,9,563,6.75,0.54,Floating
38,Male,Married,Salaried,1557891,811725,9,847,6.75,0.11,Fixed
22,Male,Single,Salaried,1536561,487415,9,309,6.75,0.34,Fixed
59,Female,Married,Salaried,1187188,897703,9,402,6.75,0.61,Fixed
78,Female,Married,Retired,580726,813627,3,410,6.75,0.62,Floating
39,Female,Married,Salaried,504884,369066,9,832,6.75,0.33,Floating
38,Male,Married,Self-Employed,748313,939363,9,800,6.75,0.35,Floating
87,Male,Married,Retired,532789,696819,3,504,6.75,1.31,Floating
18,Male,Married,Salaried,1011607,883404,4,396,6.75,0.54,Fixed
22,Male,Married,Salaried,942438,48606,4,696,6.75,0.55,Floating
29,Female,Married,Salaried,1037942,701116,4,866,6.75,0.28,Floating
63,Male,Married,Retired,879893,593491,7,861,6.75,0.81,Fixed
51,Male,Married,Salaried,1088346,254911,5,795,6.75,0.45,Floating
66,Male,Married,Retired,1039634,50409,7,831,6.75,1.3199999999999998,Fixed
62,Male,Married,Retired,269958,454860,6,663,6.75,0.8200000000000001,Fixed
44,Male,Married,Self-Employed,1139977,514981,7,556,6.75,0.32,Fixed
43,Female,Married,Salaried,989455,323521,8,504,6.75,0.57,Floating
64,Male,Single,Retired,137092,274949,6,641,6.75,1.3399999999999999,Floating
73,Female,Married,Retired,1447412,335248,9,798,6.75,1.0,Floating
80,Male,Single,Retired,850853,297976,4,491,6.75,0.63,Floating
65,Male,Single,Retired,1317815,779301,5,423,6.75,1.42,Fixed
78,Female,Married,Retired,977855,259019,9,425,6.75,0.97,Fixed
43,Male,Married,Salaried,109898,6470,9,492,6.75,0.77,Floating
53,Female,Married,Salaried,1125259,735729,2,537,6.75,0.04,Fixed
