Age,Gender,Marital Status,Dependents,Employment,Income (₹),Years in Job,Credit Score,Active Loans,Missed Payments (12M),Loan Amount (₹),LTV (%),DTI (%),Loan Tenure (yrs),Repayment Type,Co-applicant Present,Co-applicant Income (₹),Existing Customer,Salary Account,Base Rate Type,Base Rate (%),Dynamic Rate (%)
27,Other,Single,2,Contractual,280000,7,519,4,3,450000,89,38,27,Step-up EMI,Yes,120000,No,No,Floating,6.5,9.8
19,Other,Single,0,Contractual,500000,1,729,1,1,780000,87,44,20,Step-up EMI,Yes,1970000,Yes,Yes,Fixed,6.5,8.44
58,Male,Single,0,Salaried,1660000,33,657,2,0,4200000,81,33,11,Step-up EMI,Yes,2130000,No,No,Fixed,6.5,9.98
50,Male,Widowed,0,Part-time,1130000,31,682,2,0,1860000,85,34,16,Standard EMI,Yes,530000,No,Yes,Fixed,6.5,8.88
67,Female,Widowed,1,Part-time,260000,45,741,5,3,1290000,66,20,8,Step-up EMI,Yes,450000,No,No,Fixed,6.5,7.21
19,Other,Single,0,Part-time,220000,1,590,5,2,1700000,85,35,20,Standard EMI,No,2140000,No,Yes,Fixed,6.5,8.64
54,Other,Widowed,0,Salaried,2350000,31,697,3,2,7480000,81,40,25,Standard EMI,Yes,1130000,No,No,Fixed,6.5,9.2
69,Other,Single,4,Retired,450000,35,742,0,1,520000,73,31,11,Standard EMI,No,700000,Yes,No,Floating,6.5,8.42
24,Male,Single,2,Salaried,690000,5,523,2,1,210000,90,43,26,Standard EMI,Yes,1140000,No,No,Fixed,6.5,8.69
67,Male,Married,4,Part-time,650000,48,731,0,0,1980000,57,31,14,Standard EMI,No,2060000,No,No,Floating,6.5,7.82
23,Other,Single,4,Contractual,120000,3,507,4,0,380000,88,35,23,Step-up EMI,No,1510000,No,Yes,Floating,6.5,10.2
72,Male,Single,0,Salaried,1380000,33,802,3,2,1680000,52,27,8,Standard EMI,No,1970000,Yes,Yes,Fixed,6.5,7.83
20,Female,Single,3,Salaried,640000,2,654,1,3,650000,82,32,27,Standard EMI,No,670000,Yes,Yes,Floating,6.5,8.99
29,Female,Single,1,Salaried,1260000,6,624,3,3,1450000,82,36,23,Standard EMI,Yes,1090000,Yes,Yes,Floating,6.5,9.44
32,Other,Single,4,Salaried,2030000,7,724,5,1,5940000,75,33,11,Step-up EMI,No,1620000,Yes,No,Fixed,6.5,6.49
73,Male,Divorced,1,Part-time,550000,13,685,3,3,1170000,52,20,11,Standard EMI,Yes,1540000,No,Yes,Floating,6.5,8.97
73,Female,Widowed,3,Part-time,360000,2,626,2,1,1590000,63,28,10,Step-up EMI,Yes,170000,No,Yes,Fixed,6.5,7.16
56,Male,Widowed,2,Salaried,2410000,9,779,5,3,4510000,84,35,16,Step-up EMI,Yes,490000,Yes,Yes,Floating,6.5,8.28
66,Other,Widowed,4,Part-time,330000,2,705,2,2,940000,60,20,6,Standard EMI,Yes,1860000,Yes,Yes,Floating,6.5,7.55
65,Male,Divorced,1,Retired,380000,20,623,0,2,850000,68,31,8,Step-up EMI,Yes,690000,Yes,No,Floating,6.5,9.32
67,Male,Married,2,Contractual,780000,21,777,3,3,1080000,64,25,9,Standard EMI,Yes,2250000,Yes,Yes,Fixed,6.5,8.37
58,Other,Divorced,3,Salaried,1380000,37,766,0,2,6600000,81,30,21,Standard EMI,Yes,960000,No,No,Fixed,6.5,7.85
25,Other,Single,3,Contractual,210000,6,503,3,3,1700000,80,42,24,Standard EMI,No,490000,No,No,Fixed,6.5,8.13
66,Female,Married,0,Contractual,670000,31,698,5,3,2180000,66,26,10,Standard EMI,Yes,1020000,Yes,Yes,Floating,6.5,8.28
52,Male,Divorced,4,Contractual,1310000,10,652,5,2,2720000,84,27,21,Standard EMI,Yes,1770000,Yes,No,Fixed,6.5,9.38
73,Male,Married,0,Salaried,730000,11,843,3,1,1900000,50,22,15,Step-up EMI,No,1670000,Yes,No,Fixed,6.5,6.33
26,Male,Single,0,Part-time,110000,4,639,0,1,590000,88,34,24,Step-up EMI,No,1850000,Yes,Yes,Floating,6.5,10.48
66,Other,Single,0,Salaried,710000,9,781,1,0,2290000,69,23,15,Step-up EMI,No,70000,Yes,No,Fixed,6.5,8.53
43,Other,Divorced,3,Salaried,2760000,4,704,0,2,6040000,78,35,23,Step-up EMI,No,560000,No,No,Fixed,6.5,7.47
70,Male,Single,1,Part-time,350000,2,694,1,3,1420000,67,24,14,Step-up EMI,No,1720000,Yes,Yes,Fixed,6.5,8.5
69,Male,Divorced,1,Retired,200000,43,654,5,0,1010000,70,24,10,Standard EMI,No,430000,No,No,Floating,6.5,8.98
31,Other,Married,1,Part-time,430000,8,678,5,3,3710000,77,26,11,Step-up EMI,No,20000,Yes,No,Fixed,6.5,9.08
67,Male,Single,1,Retired,400000,23,642,1,1,770000,62,24,7,Step-up EMI,No,2480000,No,Yes,Floating,6.5,8.82
22,Male,Single,2,Part-time,790000,1,565,3,1,1850000,85,30,27,Standard EMI,No,1400000,No,No,Fixed,6.5,9.76
20,Female,Single,1,Salaried,770000,1,678,2,1,1380000,89,33,27,Step-up EMI,Yes,120000,Yes,No,Fixed,6.5,9.19
61,Other,Widowed,4,Salaried,660000,4,707,1,1,1160000,67,25,15,Step-up EMI,No,260000,Yes,Yes,Floating,6.5,8.22
66,Female,Single,0,Retired,350000,10,607,4,1,1190000,67,29,8,Standard EMI,Yes,600000,Yes,No,Floating,6.5,9.67
56,Other,Married,4,Part-time,880000,1,681,2,3,2570000,82,25,21,Standard EMI,No,1220000,Yes,Yes,Floating,6.5,8.36
66,Male,Divorced,1,Retired,440000,37,745,3,0,930000,66,27,5,Step-up EMI,No,1460000,No,Yes,Floating,6.5,8.84
23,Female,Single,2,Salaried,1410000,4,689,2,3,1060000,89,36,25,Standard EMI,No,950000,No,Yes,Floating,6.5,8.55
29,Female,Single,0,Salaried,1070000,9,561,2,1,560000,87,43,21,Standard EMI,No,2450000,Yes,Yes,Fixed,6.5,9.51
67,Male,Widowed,3,Retired,580000,3,741,3,0,1480000,70,26,9,Step-up EMI,Yes,1770000,No,Yes,Fixed,6.5,8.52
74,Other,Widowed,1,Contractual,720000,15,760,4,1,1240000,68,34,5,Step-up EMI,Yes,1210000,No,No,Fixed,6.5,5.86
69,Male,Divorced,2,Salaried,1120000,29,808,2,2,1550000,53,32,15,Step-up EMI,No,780000,No,Yes,Floating,6.5,6.35
54,Other,Single,4,Contractual,980000,4,703,5,2,2090000,75,37,15,Standard EMI,Yes,410000,Yes,Yes,Fixed,6.5,6.68
26,Other,Single,0,Part-time,320000,5,722,0,1,510000,80,43,25,Step-up EMI,Yes,420000,Yes,Yes,Floating,6.5,6.74
63,Other,Widowed,2,Part-time,310000,33,624,0,0,1180000,55,33,5,Step-up EMI,No,910000,No,Yes,Fixed,6.5,7.55
20,Male,Single,3,Salaried,1190000,2,670,3,3,1910000,84,30,27,Step-up EMI,Yes,230000,Yes,Yes,Floating,6.5,9.3
29,Female,Single,3,Salaried,1220000,3,631,2,3,410000,85,45,22,Standard EMI,No,1380000,No,Yes,Floating,6.5,10.06
68,Female,Single,3,Retired,230000,45,617,0,3,610000,54,28,8,Standard EMI,No,1270000,Yes,Yes,Floating,6.5,10.0
27,Male,Single,1,Contractual,450000,1,704,0,3,690000,88,31,25,Standard EMI,Yes,2140000,No,Yes,Floating,6.5,6.54
25,Male,Single,2,Salaried,950000,7,502,4,0,440000,85,38,26,Standard EMI,Yes,2490000,Yes,Yes,Floating,6.5,7.95
68,Other,Married,2,Contractual,1020000,9,766,2,1,2330000,56,26,6,Standard EMI,Yes,380000,Yes,Yes,Floating,6.5,8.51
73,Other,Married,4,Contractual,980000,19,770,3,0,1100000,69,28,9,Step-up EMI,No,2380000,No,No,Fixed,6.5,6.25
22,Other,Single,2,Salaried,1390000,1,524,3,0,1300000,85,31,21,Step-up EMI,No,320000,Yes,No,Floating,6.5,8.94
70,Other,Single,4,Contractual,1120000,35,703,5,3,2370000,71,27,9,Standard EMI,Yes,60000,No,Yes,Fixed,6.5,6.67
64,Other,Married,3,Part-time,230000,35,668,5,3,1290000,70,34,6,Standard EMI,Yes,1750000,Yes,No,Floating,6.5,9.34
54,Other,Single,2,Salaried,1520000,5,698,1,0,6640000,78,37,16,Standard EMI,Yes,1060000,Yes,Yes,Fixed,6.5,9.18
65,Other,Single,0,Retired,300000,25,688,5,1,950000,70,21,5,Step-up EMI,Yes,2200000,Yes,Yes,Floating,6.5,9.2
51,Female,Divorced,3,Salaried,720000,28,843,0,2,9180000,75,31,10,Step-up EMI,Yes,430000,No,No,Floating,6.5,6.85
71,Other,Single,4,Retired,490000,37,662,3,3,670000,75,24,8,Standard EMI,Yes,740000,Yes,Yes,Fixed,6.5,8.26
32,Female,Divorced,4,Contractual,750000,9,748,5,0,4800000,75,34,12,Standard EMI,Yes,680000,Yes,No,Fixed,6.5,6.67
54,Other,Single,0,Salaried,2820000,6,803,3,2,8580000,80,27,20,Standard EMI,Yes,2460000,No,No,Fixed,6.5,7.69
41,Other,Married,4,Contractual,1020000,21,794,4,3,3350000,80,26,18,Standard EMI,Yes,280000,No,No,Floating,6.5,7.11
61,Other,Single,2,Salaried,1050000,1,667,5,2,2230000,59,29,6,Standard EMI,No,1100000,Yes,Yes,Floating,6.5,8.99
63,Other,Married,2,Salaried,740000,12,749,2,2,2760000,69,30,9,Standard EMI,No,710000,No,No,Floating,6.5,6.71
27,Female,Single,2,Salaried,930000,5,692,2,1,950000,84,41,23,Standard EMI,Yes,230000,Yes,No,Fixed,6.5,9.13
22,Female,Single,2,Contractual,370000,2,593,5,0,1420000,90,45,29,Step-up EMI,Yes,270000,No,No,Floating,6.5,8.48
43,Other,Single,0,Part-time,1020000,19,638,0,1,1320000,75,32,20,Standard EMI,Yes,1590000,No,Yes,Floating,6.5,9.64
75,Other,Single,4,Contractual,350000,4,798,1,0,1360000,55,20,12,Step-up EMI,Yes,400000,No,No,Fixed,6.5,6.88
60,Other,Divorced,0,Contractual,900000,19,655,3,0,2440000,59,20,8,Standard EMI,Yes,2260000,No,No,Fixed,6.5,7.74
46,Other,Single,2,Part-time,750000,26,631,1,3,2530000,85,27,17,Standard EMI,Yes,2150000,No,Yes,Floating,6.5,8.76
19,Female,Single,0,Salaried,400000,1,704,4,2,1320000,84,39,24,Step-up EMI,Yes,1730000,No,No,Floating,6.5,8.46
44,Male,Married,3,Salaried,600000,15,845,4,3,5650000,82,34,24,Standard EMI,No,1420000,Yes,Yes,Floating,6.5,7.88
64,Male,Divorced,3,Part-time,430000,26,738,1,1,1950000,72,22,13,Standard EMI,No,570000,No,No,Fixed,6.5,7.78
44,Female,Single,0,Contractual,1320000,12,695,5,0,4600000,85,32,21,Step-up EMI,No,2180000,No,Yes,Floating,6.5,9.82
60,Female,Widowed,1,Salaried,1420000,26,705,2,3,1690000,74,31,5,Step-up EMI,No,2490000,Yes,Yes,Fixed,6.5,7.51
25,Female,Single,2,Salaried,120000,7,574,3,0,250000,82,45,26,Step-up EMI,No,2130000,Yes,No,Floating,6.5,8.44
38,Male,Widowed,1,Salaried,1950000,9,789,0,1,5260000,83,31,12,Standard EMI,Yes,2490000,Yes,No,Floating,6.5,7.47
72,Female,Single,3,Contractual,860000,36,671,4,0,1840000,57,21,15,Step-up EMI,No,1390000,Yes,Yes,Fixed,6.5,7.8
28,Other,Single,1,Salaried,180000,8,584,3,1,930000,82,31,22,Step-up EMI,No,1960000,No,No,Floating,6.5,9.03
69,Female,Married,3,Part-time,420000,42,691,5,2,590000,75,21,15,Step-up EMI,No,1320000,No,No,Fixed,6.5,9.23
46,Other,Married,2,Part-time,1130000,17,651,1,3,1320000,85,30,10,Standard EMI,Yes,180000,No,No,Fixed,6.5,9.03
42,Female,Widowed,1,Contractual,810000,11,726,0,2,2240000,76,30,21,Step-up EMI,Yes,630000,Yes,Yes,Floating,6.5,7.25
20,Male,Single,4,Part-time,540000,1,674,3,0,800000,82,31,20,Standard EMI,No,2480000,Yes,No,Fixed,6.5,7.85
67,Female,Single,4,Retired,300000,49,601,5,2,1290000,71,24,5,Step-up EMI,Yes,600000,No,Yes,Fixed,6.5,10.25
63,Other,Widowed,1,Contractual,1030000,40,718,5,2,1610000,54,32,6,Step-up EMI,No,1870000,Yes,Yes,Fixed,6.5,8.6
68,Female,Married,1,Part-time,740000,36,632,0,0,1320000,66,35,10,Step-up EMI,No,1320000,No,Yes,Fixed,6.5,7.81
63,Male,Married,2,Salaried,1280000,9,765,1,1,1120000,55,21,14,Step-up EMI,No,2150000,Yes,No,Fixed,6.5,7.11
33,Male,Married,3,Salaried,1220000,12,807,3,1,8540000,75,38,10,Standard EMI,No,2310000,No,Yes,Floating,6.5,6.73
29,Female,Single,1,Part-time,620000,8,518,0,3,720000,88,42,27,Step-up EMI,Yes,590000,No,Yes,Floating,6.5,8.6
29,Other,Single,3,Part-time,800000,4,627,1,3,1390000,83,38,30,Step-up EMI,No,2150000,No,No,Fixed,6.5,8.94
42,Male,Divorced,0,Part-time,1120000,3,639,5,0,3640000,81,39,16,Standard EMI,No,840000,Yes,No,Floating,6.5,8.98
60,Male,Single,2,Part-time,730000,13,612,5,1,1310000,72,25,10,Standard EMI,No,1560000,No,No,Floating,6.5,9.59
63,Other,Widowed,3,Contractual,990000,40,661,0,0,1600000,73,23,10,Step-up EMI,No,1500000,No,No,Floating,6.5,8.38
63,Female,Single,3,Salaried,1200000,13,690,1,0,1540000,67,34,10,Standard EMI,No,1610000,No,Yes,Floating,6.5,9.99
29,Female,Single,3,Salaried,1220000,7,526,1,2,370000,86,44,27,Standard EMI,Yes,170000,Yes,No,Fixed,6.5,10.09
47,Other,Widowed,3,Part-time,980000,3,625,4,1,1910000,82,26,25,Standard EMI,No,550000,No,No,Fixed,6.5,8.19
72,Female,Single,2,Retired,370000,28,605,0,0,580000,65,24,7,Step-up EMI,No,1410000,No,Yes,Fixed,6.5,10.24
75,Male,Widowed,2,Salaried,870000,42,679,5,1,2110000,55,31,13,Step-up EMI,No,820000,No,No,Fixed,6.5,9.7
40,Male,Divorced,1,Part-time,930000,3,693,1,2,3340000,84,32,13,Standard EMI,Yes,770000,No,No,Fixed,6.5,9.25
30,Female,Single,3,Salaried,860000,1,537,2,3,1400000,88,36,28,Step-up EMI,Yes,2350000,No,Yes,Floating,6.5,9.89
32,Other,Divorced,0,Salaried,2330000,1,721,1,0,4680000,83,33,16,Standard EMI,Yes,10000,No,Yes,Floating,6.5,7.64
72,Other,Married,1,Contractual,910000,10,723,0,1,1390000,66,28,9,Standard EMI,Yes,1890000,No,No,Fixed,6.5,7.16
20,Female,Single,1,Salaried,790000,1,522,5,3,1090000,90,44,30,Standard EMI,Yes,1240000,Yes,No,Fixed,6.5,9.97
66,Male,Divorced,4,Contractual,820000,7,760,3,3,1570000,68,28,11,Standard EMI,No,2390000,Yes,No,Fixed,6.5,5.83
47,Female,Single,2,Part-time,610000,9,611,3,1,2660000,84,32,17,Step-up EMI,Yes,1990000,No,No,Fixed,6.5,8.3
22,Female,Single,1,Part-time,400000,3,615,0,0,940000,80,42,24,Standard EMI,Yes,320000,Yes,Yes,Fixed,6.5,9.81
68,Other,Single,4,Part-time,470000,40,646,2,2,900000,56,33,7,Standard EMI,No,730000,Yes,Yes,Floating,6.5,8.57
73,Other,Widowed,0,Retired,390000,21,621,5,0,1260000,50,29,12,Standard EMI,Yes,1880000,No,No,Fixed,6.5,9.65
70,Female,Widowed,0,Part-time,250000,18,609,4,2,1430000,74,29,12,Standard EMI,Yes,1880000,No,No,Fixed,6.5,8.66
25,Male,Single,2,Part-time,250000,2,696,1,3,1090000,84,36,30,Step-up EMI,No,2170000,Yes,Yes,Floating,6.5,9.31
56,Male,Single,4,Salaried,1280000,25,769,4,1,4080000,83,25,12,Step-up EMI,Yes,1870000,No,Yes,Floating,6.5,7.56
67,Female,Single,0,Retired,240000,36,705,3,0,1330000,57,20,11,Step-up EMI,No,1700000,No,Yes,Fixed,6.5,8.18
60,Other,Married,4,Salaried,1210000,35,828,3,0,1890000,64,21,14,Standard EMI,No,830000,Yes,Yes,Floating,6.5,7.33
68,Other,Single,3,Retired,270000,44,613,0,3,600000,55,35,12,Step-up EMI,No,1390000,No,No,Fixed,6.5,9.92
48,Male,Widowed,3,Contractual,1940000,9,799,3,2,4150000,82,30,13,Standard EMI,No,1340000,No,No,Floating,6.5,6.36
26,Other,Single,1,Part-time,770000,4,707,0,2,1050000,86,44,20,Standard EMI,Yes,390000,Yes,No,Fixed,6.5,6.47
60,Other,Divorced,4,Part-time,790000,3,699,3,2,1050000,59,34,12,Step-up EMI,No,2040000,No,Yes,Floating,6.5,9.61
45,Female,Widowed,3,Salaried,2550000,17,716,2,1,5500000,79,36,12,Step-up EMI,No,1400000,Yes,Yes,Fixed,6.5,7.53
57,Other,Divorced,3,Salaried,1450000,33,807,2,1,9090000,79,37,11,Step-up EMI,No,2060000,Yes,No,Floating,6.5,7.07
63,Female,Divorced,4,Retired,410000,43,663,4,2,1180000,55,35,13,Standard EMI,Yes,2190000,Yes,No,Fixed,6.5,8.59
39,Other,Divorced,0,Part-time,530000,7,608,4,2,2370000,78,34,24,Step-up EMI,No,1810000,No,Yes,Fixed,6.5,8.87
62,Other,Divorced,4,Contractual,600000,26,799,3,2,2360000,66,27,13,Step-up EMI,Yes,1240000,Yes,Yes,Fixed,6.5,7.63
56,Male,Single,1,Salaried,1510000,15,798,3,2,3570000,81,35,13,Standard EMI,Yes,2080000,No,No,Fixed,6.5,6.31
56,Other,Divorced,0,Part-time,630000,23,709,3,1,2040000,85,37,13,Step-up EMI,Yes,1270000,Yes,No,Fixed,6.5,5.98
39,Female,Single,1,Contractual,1050000,3,718,3,2,2070000,80,35,22,Standard EMI,No,1030000,No,Yes,Fixed,6.5,6.55
46,Female,Single,2,Part-time,1000000,21,665,0,0,2750000,80,32,10,Step-up EMI,No,1870000,Yes,No,Fixed,6.5,7.63
64,Other,Single,2,Contractual,390000,26,776,1,1,2000000,65,23,15,Step-up EMI,Yes,290000,Yes,No,Floating,6.5,7.64
46,Female,Widowed,1,Salaried,1780000,6,651,1,3,6900000,82,39,19,Standard EMI,Yes,1780000,Yes,No,Fixed,6.5,8.13
64,Male,Widowed,3,Part-time,470000,33,714,5,0,1150000,73,21,12,Standard EMI,Yes,1390000,Yes,No,Floating,6.5,7.32
34,Male,Widowed,4,Contractual,1500000,12,711,1,1,3970000,76,30,13,Step-up EMI,Yes,1320000,Yes,Yes,Floating,6.5,7.1
33,Male,Widowed,3,Part-time,800000,3,656,3,1,3390000,75,40,14,Standard EMI,No,2210000,No,No,Fixed,6.5,9.87
25,Male,Single,1,Part-time,110000,7,594,0,0,1200000,84,34,25,Step-up EMI,Yes,50000,No,Yes,Fixed,6.5,8.86
50,Female,Divorced,2,Contractual,820000,2,684,2,0,2750000,76,26,17,Standard EMI,No,70000,No,No,Fixed,6.5,10.36
28,Other,Single,3,Part-time,190000,8,637,0,2,170000,84,38,28,Standard EMI,No,690000,No,No,Fixed,6.5,8.51
29,Male,Single,1,Contractual,280000,4,717,1,1,520000,85,37,21,Standard EMI,No,2130000,Yes,No,Fixed,6.5,6.98
58,Other,Single,0,Contractual,1970000,30,705,0,1,4770000,85,40,20,Standard EMI,Yes,1690000,Yes,No,Floating,6.5,7.35
48,Female,Widowed,1,Salaried,1570000,23,822,3,3,4260000,79,32,10,Step-up EMI,Yes,90000,No,No,Fixed,6.5,6.75
53,Female,Widowed,3,Salaried,1860000,26,839,2,3,7540000,82,38,24,Step-up EMI,No,2490000,Yes,Yes,Fixed,6.5,7.72
56,Other,Married,0,Salaried,1780000,37,702,2,3,6600000,78,33,25,Standard EMI,No,130000,No,No,Fixed,6.5,7.08
42,Other,Widowed,1,Salaried,2000000,2,694,5,1,7910000,79,35,23,Standard EMI,Yes,1410000,No,Yes,Floating,6.5,8.38
43,Female,Widowed,1,Salaried,1680000,3,739,3,1,9910000,78,29,11,Step-up EMI,Yes,250000,No,No,Fixed,6.5,5.82
74,Other,Divorced,1,Contractual,310000,8,698,4,1,1580000,59,35,8,Step-up EMI,No,1880000,No,No,Floating,6.5,9.87
71,Male,Widowed,0,Salaried,970000,34,741,2,2,1570000,75,31,9,Step-up EMI,No,1180000,No,Yes,Fixed,6.5,5.88
52,Other,Married,1,Part-time,1090000,26,740,0,2,3150000,81,37,18,Standard EMI,No,1170000,Yes,Yes,Floating,6.5,7.81
70,Female,Widowed,0,Part-time,660000,9,747,5,0,800000,68,30,9,Standard EMI,No,2240000,Yes,Yes,Fixed,6.5,7.38
33,Other,Single,1,Part-time,610000,13,735,3,1,1020000,78,26,20,Step-up EMI,No,580000,Yes,Yes,Floating,6.5,5.43
30,Female,Single,4,Contractual,480000,4,700,1,0,260000,81,43,30,Standard EMI,Yes,1800000,Yes,No,Floating,6.5,8.63
45,Male,Divorced,4,Salaried,1820000,7,787,4,3,7920000,76,37,25,Standard EMI,No,100000,Yes,No,Floating,6.5,6.53
66,Male,Divorced,2,Contractual,490000,32,674,5,0,1550000,54,33,12,Step-up EMI,Yes,1740000,No,No,Fixed,6.5,9.87
54,Other,Widowed,2,Part-time,680000,23,663,5,2,3270000,81,40,10,Standard EMI,No,2060000,Yes,No,Fixed,6.5,10.34
45,Female,Single,2,Contractual,940000,23,686,4,0,1940000,80,32,16,Standard EMI,Yes,630000,No,No,Fixed,6.5,9.6
72,Other,Widowed,1,Contractual,1010000,2,791,4,1,2150000,69,29,12,Step-up EMI,Yes,300000,No,Yes,Fixed,6.5,8.86
54,Male,Widowed,2,Part-time,770000,23,619,1,0,2960000,83,30,15,Standard EMI,Yes,2400000,No,No,Fixed,6.5,10.72
27,Other,Single,4,Salaried,940000,9,714,2,2,930000,85,42,22,Step-up EMI,No,2100000,No,Yes,Fixed,6.5,5.42
23,Other,Single,4,Part-time,520000,4,612,0,1,900000,85,34,24,Step-up EMI,Yes,1500000,Yes,No,Floating,6.5,9.81
72,Other,Married,2,Part-time,210000,45,711,4,0,1020000,61,26,9,Standard EMI,No,2070000,No,Yes,Fixed,6.5,6.33
36,Male,Divorced,2,Contractual,1660000,3,671,4,1,2910000,78,26,15,Standard EMI,No,660000,No,No,Floating,6.5,8.58
69,Other,Single,0,Contractual,1080000,21,656,2,1,2290000,68,30,9,Standard EMI,No,90000,No,No,Fixed,6.5,9.28
56,Female,Single,0,Contractual,1420000,7,677,0,1,4190000,81,25,14,Step-up EMI,Yes,2120000,No,No,Floating,6.5,10.51
49,Female,Divorced,3,Contractual,1100000,30,799,4,3,3420000,76,27,10,Step-up EMI,Yes,420000,No,No,Fixed,6.5,6.79
27,Male,Single,1,Contractual,600000,4,587,1,2,330000,88,38,26,Standard EMI,Yes,1050000,Yes,No,Floating,6.5,8.32
45,Other,Widowed,2,Salaried,1800000,14,651,1,1,5650000,82,28,24,Step-up EMI,No,820000,Yes,No,Floating,6.5,9.93
57,Female,Divorced,1,Salaried,2710000,30,844,5,1,6740000,76,38,13,Step-up EMI,No,1130000,No,No,Floating,6.5,5.68
69,Other,Divorced,2,Part-time,310000,24,661,2,0,1450000,70,31,12,Standard EMI,No,800000,No,No,Floating,6.5,8.74
68,Female,Divorced,1,Part-time,380000,48,624,2,1,960000,74,23,11,Step-up EMI,No,830000,No,Yes,Fixed,6.5,8.25
58,Other,Divorced,4,Salaried,1620000,22,722,4,0,7300000,84,31,23,Step-up EMI,Yes,2190000,No,Yes,Floating,6.5,6.78
63,Male,Married,0,Part-time,680000,21,738,2,2,910000,59,27,7,Step-up EMI,Yes,110000,No,Yes,Floating,6.5,7.29
66,Male,Divorced,4,Part-time,510000,2,710,5,0,1870000,74,21,8,Step-up EMI,No,1290000,No,Yes,Fixed,6.5,6.61
52,Male,Divorced,2,Contractual,1440000,14,744,5,1,3760000,84,28,11,Step-up EMI,No,1360000,No,Yes,Floating,6.5,6.66
59,Female,Divorced,0,Part-time,730000,38,697,0,3,3200000,77,37,25,Step-up EMI,No,930000,Yes,No,Floating,6.5,8.0
23,Female,Single,3,Contractual,250000,3,626,5,0,460000,88,40,28,Standard EMI,Yes,2250000,Yes,Yes,Fixed,6.5,9.81
29,Female,Single,2,Salaried,1280000,11,625,5,3,1990000,85,33,26,Standard EMI,Yes,800000,No,No,Floating,6.5,10.32
66,Other,Widowed,3,Part-time,360000,31,687,5,0,1200000,55,27,11,Step-up EMI,Yes,850000,No,No,Floating,6.5,8.73
25,Other,Single,0,Salaried,1160000,4,523,3,1,640000,84,42,20,Step-up EMI,No,1810000,Yes,No,Floating,6.5,10.16
19,Female,Single,2,Salaried,1220000,1,543,1,2,160000,90,45,26,Step-up EMI,No,2430000,No,No,Floating,6.5,8.0
23,Female,Single,0,Contractual,420000,4,710,2,1,850000,90,40,20,Standard EMI,Yes,1050000,No,Yes,Floating,6.5,7.39
53,Female,Married,4,Contractual,1360000,25,769,3,1,2730000,80,39,23,Step-up EMI,No,1390000,Yes,No,Fixed,6.5,5.81
60,Other,Single,4,Contractual,480000,18,799,1,3,1450000,68,26,15,Step-up EMI,Yes,1120000,Yes,No,Floating,6.5,6.78
37,Male,Widowed,2,Part-time,630000,6,679,4,0,1570000,84,31,15,Step-up EMI,No,2440000,No,Yes,Fixed,6.5,8.59
27,Other,Single,1,Part-time,690000,6,597,0,2,1350000,83,39,25,Standard EMI,No,110000,Yes,No,Floating,6.5,7.97
28,Female,Single,1,Contractual,240000,4,541,1,3,1870000,90,45,28,Standard EMI,No,1610000,No,No,Floating,6.5,8.17
58,Female,Married,4,Contractual,740000,6,718,5,1,4900000,85,27,25,Step-up EMI,Yes,2410000,No,No,Floating,6.5,7.53
61,Male,Divorced,0,Retired,290000,35,650,0,0,780000,57,31,11,Standard EMI,No,1680000,Yes,No,Fixed,6.5,10.23
18,Male,Single,1,Part-time,580000,1,700,4,3,550000,83,43,22,Step-up EMI,Yes,2010000,Yes,No,Floating,6.5,9.04
30,Female,Single,4,Salaried,800000,10,512,5,0,1430000,83,36,20,Step-up EMI,No,900000,No,Yes,Floating,6.5,9.55
20,Male,Single,0,Part-time,190000,1,521,2,0,1990000,84,44,29,Step-up EMI,No,1320000,No,Yes,Fixed,6.5,8.05
72,Female,Widowed,3,Retired,550000,44,608,5,3,1070000,73,22,6,Step-up EMI,Yes,930000,No,No,Fixed,6.5,10.12
41,Female,Widowed,1,Contractual,820000,4,743,3,3,4880000,81,32,14,Step-up EMI,No,290000,Yes,Yes,Fixed,6.5,7.85
42,Other,Married,4,Contractual,1100000,3,726,5,3,1600000,76,38,20,Step-up EMI,No,1850000,No,No,Fixed,6.5,7.15
54,Other,Married,3,Contractual,1820000,19,701,4,1,3440000,82,36,16,Step-up EMI,Yes,2180000,No,No,Floating,6.5,6.8
31,Male,Married,0,Contractual,1150000,3,703,4,3,3940000,83,33,25,Step-up EMI,Yes,1540000,Yes,No,Floating,6.5,7.46
38,Other,Married,1,Salaried,1570000,12,685,3,1,8630000,78,40,18,Step-up EMI,No,340000,No,Yes,Floating,6.5,7.24
43,Other,Single,1,Contractual,1210000,8,794,4,2,2150000,84,29,24,Standard EMI,Yes,350000,Yes,Yes,Fixed,6.5,8.53
28,Male,Single,3,Part-time,340000,8,640,5,0,1700000,80,40,28,Standard EMI,Yes,460000,No,Yes,Fixed,6.5,8.72
24,Other,Single,3,Salaried,1250000,3,689,1,2,500000,83,30,29,Step-up EMI,Yes,1150000,No,Yes,Fixed,6.5,9.11
52,Other,Divorced,0,Part-time,640000,9,602,3,2,1470000,78,33,16,Step-up EMI,Yes,1600000,Yes,Yes,Floating,6.5,8.78
63,Other,Single,2,Salaried,690000,14,834,3,0,2400000,55,34,6,Step-up EMI,No,2250000,No,Yes,Floating,6.5,6.01
