product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Fixed Deposit,638,8,443399,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,588,17,845907,excellent,falling,-50,50,0,50,0,50,0.085
Home Loan,773,2,527982,excellent,falling,50,0,0,50,0,100,0.09
Fixed Deposit,518,19,244202,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,653,16,371721,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,759,13,832328,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,607,0,338152,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,784,16,782228,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,558,7,491157,good,rising,-50,25,0,0,0,0,0.08
Home Loan,624,4,617044,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,772,4,775618,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,606,8,655018,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,798,2,471128,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,744,18,656990,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,746,8,231731,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,507,17,883272,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,640,15,262584,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,507,0,350767,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,593,1,899735,good,stable,0,0,50,0,0,50,0.055
Home Loan,538,13,882494,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,580,13,106690,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,686,0,782942,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,583,15,148980,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,587,14,466850,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,741,14,567926,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,592,11,565717,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,585,15,971594,good,falling,-50,50,0,0,0,0,0.08
Home Loan,543,13,357410,good,stable,-50,50,0,0,0,0,0.08
Home Loan,636,14,211080,good,rising,0,50,0,0,0,50,0.085
Home Loan,573,14,924075,poor,stable,-50,50,0,-50,0,0,0.08
Home Loan,535,18,632992,good,falling,-50,50,0,0,0,0,0.08
Home Loan,600,7,816441,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,655,1,506082,good,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,754,1,429518,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,670,9,844814,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,715,2,490990,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,669,16,517786,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,751,7,779422,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,554,3,926041,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,590,13,620986,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,777,9,313254,good,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,600,0,951698,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,654,3,525197,poor,falling,0,0,0,-50,0,0,0.08
Home Loan,640,0,181458,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,672,16,265192,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,509,16,292282,poor,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,727,6,884233,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,764,19,950444,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,747,14,932517,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,746,12,252929,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,654,1,81566,poor,stable,0,0,0,-50,0,0,0.08
Fixed Deposit,533,18,291300,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,628,12,73798,excellent,rising,0,50,0,0,25,75,0.0575
Home Loan,659,10,456781,poor,rising,0,25,0,-50,0,0,0.08
Home Loan,588,14,73027,good,stable,-50,50,0,0,0,0,0.08
Home Loan,592,9,550252,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,740,8,540847,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,616,8,842063,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,593,19,795225,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,662,0,289628,poor,rising,0,0,25,0,25,50,0.055
Fixed Deposit,598,16,631166,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,612,11,619494,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,590,9,677761,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,705,4,108334,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,516,17,384467,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,773,14,627907,good,falling,50,50,0,0,0,100,0.09
Home Loan,672,5,677824,poor,falling,0,0,0,-50,0,0,0.08
Fixed Deposit,615,6,470091,good,stable,0,25,25,0,0,50,0.055
Home Loan,680,16,729874,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,590,5,573604,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,581,7,203652,good,rising,-50,25,0,0,0,0,0.08
Fixed Deposit,613,11,309201,good,falling,0,50,25,0,-25,50,0.055
Home Loan,756,13,791187,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,557,11,971792,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,653,9,581022,poor,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,615,19,788360,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,765,14,875440,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,702,6,361493,good,rising,0,25,25,0,25,75,0.0575
Home Loan,540,8,188886,good,rising,-50,25,0,0,0,0,0.08
Home Loan,604,9,486370,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,692,9,188923,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,777,15,960910,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,736,6,182672,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,720,4,106614,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,567,2,253474,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,696,17,840124,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,755,10,176745,poor,stable,50,25,0,-50,0,25,0.0825
Fixed Deposit,638,14,239099,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,648,19,823131,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,598,4,856805,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,575,11,803996,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,781,3,571435,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,608,14,506021,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,687,8,424557,good,stable,0,25,25,0,0,50,0.055
Home Loan,698,6,588795,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,653,9,375075,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,539,12,649787,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,632,7,777002,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,631,11,778229,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,778,18,950794,excellent,falling,50,50,0,50,0,100,0.09
Fixed Deposit,583,0,933881,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,741,15,408963,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,615,16,875855,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,608,17,153612,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,720,10,136120,good,stable,0,25,25,0,0,50,0.055
Home Loan,540,17,953841,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,646,6,927350,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,611,17,640888,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,602,7,616136,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,545,5,581108,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,770,6,844944,poor,stable,50,25,0,-50,0,25,0.0825
Fixed Deposit,694,9,217797,good,stable,0,25,25,0,0,50,0.055
Home Loan,779,10,363678,good,rising,50,25,0,0,0,75,0.0875
Fixed Deposit,782,12,790511,poor,falling,0,50,50,0,-25,75,0.0575
Home Loan,539,8,437335,poor,rising,-50,25,0,-50,0,0,0.08
Fixed Deposit,688,6,745136,good,stable,0,25,50,0,0,75,0.0575
Home Loan,663,8,635233,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,523,12,819708,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,523,2,395564,excellent,falling,-50,0,0,50,0,0,0.08
Fixed Deposit,503,2,228527,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,789,0,395632,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,680,19,563796,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,747,1,233505,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,615,2,321855,good,rising,0,0,25,0,25,50,0.055
Home Loan,778,14,764622,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,568,5,136009,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,753,12,789145,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,680,0,583885,good,rising,0,0,50,0,25,75,0.0575
Home Loan,668,19,110067,good,falling,0,50,0,0,0,50,0.085
Home Loan,748,18,792880,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,687,0,622310,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,553,1,563959,good,stable,-50,0,0,0,0,0,0.08
Home Loan,637,14,262996,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,667,13,949105,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,602,18,549479,good,falling,0,50,0,0,0,50,0.085
Home Loan,584,10,461998,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,711,14,626070,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,502,5,515360,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,678,19,760373,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,537,8,947148,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,738,4,551525,poor,falling,0,0,0,-50,0,0,0.08
Home Loan,668,19,954462,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,529,1,908468,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,689,5,347486,good,falling,0,0,25,0,-25,0,0.05
Home Loan,524,17,135745,good,falling,-50,50,0,0,0,0,0.08
Home Loan,611,18,988481,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,705,8,284648,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,684,5,369540,poor,falling,0,0,0,-50,0,0,0.08
Fixed Deposit,546,13,164836,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,727,12,156998,poor,falling,0,50,25,0,-25,50,0.055
Home Loan,538,10,100021,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,515,11,512273,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,521,18,570410,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,712,18,180672,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,648,18,430703,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,740,12,903268,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,771,13,994579,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,558,17,794875,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,786,11,474018,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,701,3,783121,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,531,9,651305,good,falling,0,25,50,0,-25,50,0.055
Home Loan,661,16,529969,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,754,3,815709,excellent,rising,0,0,50,0,25,75,0.0575
Home Loan,753,11,761182,poor,rising,50,50,0,-50,0,50,0.085
Fixed Deposit,508,12,494819,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,638,3,414833,poor,stable,0,0,0,-50,0,0,0.08
Home Loan,509,9,130291,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,713,2,926882,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,772,14,740952,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,547,1,630294,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,610,16,993773,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,652,5,678556,good,rising,0,0,50,0,25,75,0.0575
Home Loan,622,7,362282,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,601,2,636686,good,stable,0,0,0,0,0,0,0.08
Home Loan,740,17,271163,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,690,0,725234,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,716,15,893660,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,550,6,899102,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,791,2,175613,poor,stable,50,0,0,-50,0,0,0.08
Fixed Deposit,580,3,152071,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,587,8,555096,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,693,4,160572,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,603,18,822054,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,770,14,188997,good,stable,0,50,25,0,0,75,0.0575
Home Loan,595,7,839539,good,rising,-50,25,0,0,0,0,0.08
Fixed Deposit,697,5,136388,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,500,17,670007,poor,stable,-50,50,0,-50,0,0,0.08
Fixed Deposit,666,18,692306,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,625,14,864049,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,580,6,124258,good,stable,-50,25,0,0,0,0,0.08
Home Loan,750,9,886507,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,668,5,701286,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,572,13,859063,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,640,16,697408,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,569,8,767804,poor,rising,-50,25,0,-50,0,0,0.08
Fixed Deposit,761,18,933590,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,744,4,559800,excellent,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,502,6,451099,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,562,18,987212,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,548,19,620509,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,575,6,198269,good,stable,0,25,25,0,0,50,0.055
Home Loan,674,1,988638,poor,falling,0,0,0,-50,0,0,0.08
Home Loan,608,15,418066,good,stable,0,50,0,0,0,50,0.085
Home Loan,682,12,83550,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,691,7,326786,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,564,5,987943,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,770,5,680381,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,599,8,467799,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,531,3,311188,good,stable,-50,0,0,0,0,0,0.08
Home Loan,627,10,668173,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,542,4,653826,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,577,16,374158,good,rising,-50,50,0,0,0,0,0.08
Home Loan,788,19,855955,excellent,rising,50,50,0,50,0,100,0.09
Fixed Deposit,769,6,422429,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,661,14,775903,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,688,14,680167,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,746,13,140629,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,715,12,557704,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,667,10,388974,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,692,12,357682,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,782,8,359454,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,512,9,978412,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,739,3,165266,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,646,16,238362,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,703,13,496850,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,579,17,849131,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,542,10,281241,good,stable,0,25,25,0,0,50,0.055
Home Loan,588,15,301249,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,647,0,116912,poor,falling,0,0,25,0,-25,0,0.05
Home Loan,594,6,719615,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,650,9,129183,good,rising,0,25,0,0,0,25,0.0825
Fixed Deposit,501,8,110282,excellent,stable,0,25,25,0,0,50,0.055
Home Loan,521,2,108249,good,stable,-50,0,0,0,0,0,0.08
Fixed Deposit,506,13,612464,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,705,14,582451,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,613,1,890642,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,771,13,173844,excellent,stable,50,50,0,50,0,100,0.09
Home Loan,582,15,416731,good,falling,-50,50,0,0,0,0,0.08
Fixed Deposit,678,6,805640,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,709,3,384123,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,623,17,653148,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,612,4,202215,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,511,5,841352,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,625,6,657199,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,552,14,874428,good,falling,-50,50,0,0,0,0,0.08
Home Loan,782,0,454964,good,stable,50,0,0,0,0,50,0.085
Home Loan,639,3,406215,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,596,0,97252,good,rising,0,0,0,0,25,25,0.052500000000000005
Fixed Deposit,504,10,959166,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,556,17,506395,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,568,13,973954,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,617,10,102756,poor,stable,0,25,25,0,0,50,0.055
Fixed Deposit,558,9,886667,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,532,16,402690,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,549,3,443236,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,518,14,962234,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,713,15,261325,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,696,12,420565,good,stable,0,50,25,0,0,75,0.0575
Home Loan,546,8,977168,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,666,10,378779,poor,rising,0,25,0,-50,0,0,0.08
Fixed Deposit,788,10,859657,poor,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,640,5,249245,good,rising,0,0,25,0,25,50,0.055
Home Loan,583,0,943317,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,681,5,549264,good,stable,0,0,50,0,0,50,0.055
Home Loan,578,12,135333,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,714,4,745585,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,513,14,322951,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,714,17,56402,poor,stable,0,50,0,0,0,50,0.055
Home Loan,627,19,54521,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,747,13,768525,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,528,14,825173,excellent,falling,-50,50,0,50,0,50,0.085
Fixed Deposit,779,4,951125,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,701,3,58382,excellent,falling,0,0,0,50,0,50,0.085
Home Loan,556,1,566243,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,717,6,947428,poor,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,561,9,545873,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,656,15,589353,good,rising,0,50,0,0,0,50,0.085
Home Loan,701,9,397614,poor,falling,0,25,0,-50,0,0,0.08
Fixed Deposit,516,17,64425,excellent,falling,0,50,0,0,-25,25,0.052500000000000005
Fixed Deposit,505,16,849543,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,557,12,221871,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,668,0,627545,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,581,0,960422,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,718,14,766537,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,676,0,964245,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,703,5,393190,poor,stable,0,0,0,-50,0,0,0.08
Home Loan,570,12,874283,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,765,0,583104,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,597,4,521069,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,790,8,52175,good,falling,50,25,0,0,0,75,0.0875
Home Loan,707,16,323485,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,501,15,900340,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,623,7,731014,poor,stable,0,25,0,-50,0,0,0.08
Home Loan,779,16,504111,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,573,14,633984,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,665,0,238961,good,falling,0,0,0,0,0,0,0.08
Home Loan,521,11,268216,good,falling,-50,50,0,0,0,0,0.08
Home Loan,653,4,395259,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,794,5,342338,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,718,0,478053,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,656,0,512110,good,rising,0,0,50,0,25,75,0.0575
Home Loan,729,9,134358,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,519,9,222648,good,stable,-50,25,0,0,0,0,0.08
Fixed Deposit,540,2,414692,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,647,16,725087,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,607,18,608867,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,583,10,146554,poor,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,789,17,721915,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,633,1,889726,excellent,falling,0,0,0,50,0,50,0.085
Home Loan,706,8,624065,excellent,rising,0,25,0,50,0,75,0.0875
Home Loan,782,16,449122,excellent,stable,50,50,0,50,0,100,0.09
Fixed Deposit,765,13,90751,good,rising,0,50,0,0,25,75,0.0575
Fixed Deposit,572,3,250671,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,547,16,158750,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,732,16,124180,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,599,11,813274,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,558,19,254750,poor,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,757,17,868076,poor,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,564,2,83521,good,stable,0,0,0,0,0,0,0.05
Fixed Deposit,582,10,585852,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,653,17,679443,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,765,3,470515,good,falling,50,0,0,0,0,50,0.085
Home Loan,578,16,491174,poor,stable,-50,50,0,-50,0,0,0.08
