credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate,product_type
871,8,38264056,poor,rising,89,30,100,-62,31,188,9.38,Home Loans
449,16,92824,excellent,stable,-95,89,17,50,-24,37,7.87,Fixed Deposits
529,13,78511205,excellent,rising,-24,90,89,60,32,247,9.97,Home Loans
572,9,2478843,good,rising,-18,42,28,-3,43,92,8.42,Home Loans
791,12,87702720,poor,rising,59,59,63,-52,43,172,9.22,Fixed Deposits
674,11,57452414,good,stable,23,81,66,-9,-8,153,9.03,Fixed Deposits
865,0,28064630,good,rising,93,0,90,-11,26,198,9.48,Home Loans
365,18,27229384,excellent,rising,-58,97,76,76,26,217,9.67,Home Loans
685,18,62738106,excellent,rising,23,66,85,59,37,270,10.2,Fixed Deposits
607,5,46684384,good,rising,22,-25,83,-10,30,100,8.5,Home Loans
846,12,60395958,excellent,stable,71,88,59,86,14,-58,8.0,Fixed Deposits
509,18,75185616,poor,rising,-16,75,100,-73,43,129,8.79,Fixed Deposits
824,12,80110199,excellent,falling,84,79,71,51,-45,240,9.9,Fixed Deposits
729,3,34629091,good,rising,-7,-17,90,13,43,122,8.72,Home Loans
894,1,24931991,good,rising,53,18,71,9,33,184,9.34,Fixed Deposits
776,14,86065341,good,rising,68,82,77,-11,39,255,10.05,Fixed Deposits
617,11,78250804,good,rising,15,75,97,-15,41,213,9.63,Home Loans
766,6,93800781,poor,rising,69,34,69,-68,47,151,9.01,Home Loans
517,19,48734840,poor,rising,23,59,98,-85,32,127,8.77,Fixed Deposits
392,17,32708140,poor,falling,-97,91,51,-90,-42,-87,7.56,Fixed Deposits
634,12,83575640,poor,stable,23,81,72,-81,11,106,8.56,Fixed Deposits
746,16,56863752,good,falling,0,88,100,-7,-45,136,8.86,Fixed Deposits
361,3,98269314,good,rising,-98,21,83,13,45,64,8.14,Home Loans
651,13,64039724,excellent,rising,4,91,97,99,50,295,10.45,Fixed Deposits
602,19,23221230,excellent,rising,10,97,65,72,45,289,10.39,Fixed Deposits
848,12,85300055,excellent,stable,90,97,77,59,1,167,9.17,Home Loans
384,2,60470969,excellent,falling,-95,7,63,57,-40,-8,8.12,Fixed Deposits
439,17,79110701,excellent,falling,-50,76,50,51,-44,83,8.33,Fixed Deposits
767,13,30555625,excellent,rising,88,92,90,56,44,232,9.82,Home Loans
464,14,65250342,poor,rising,-74,78,64,-75,39,32,7.82,Home Loans
545,2,56616564,poor,rising,-10,-7,64,-61,37,23,7.73,Home Loans
850,0,64605905,excellent,rising,96,-8,74,68,39,269,10.19,Home Loans
842,16,55759388,excellent,rising,65,84,92,55,38,-56,7.94,Home Loans
424,2,7237979,poor,rising,-55,21,29,-68,30,-43,7.97,Fixed Deposits
762,13,88180402,poor,rising,85,77,57,-90,28,157,9.07,Home Loans
725,2,49354945,poor,rising,8,12,71,-65,42,68,8.18,Fixed Deposits
769,12,41921084,poor,rising,88,59,88,-89,42,188,9.38,Fixed Deposits
626,14,72255567,poor,stable,-2,52,87,-73,3,67,8.17,Fixed Deposits
743,17,13867231,excellent,rising,13,91,88,58,28,278,10.28,Home Loans
806,13,41885981,excellent,rising,55,78,100,72,45,94,8.44,Home Loans
541,2,97471066,good,stable,-6,-10,95,14,-25,68,8.18,Home Loans
448,18,68539256,excellent,stable,-92,85,92,55,9,149,8.99,Home Loans
897,7,73377143,poor,rising,98,25,100,-51,29,201,9.51,Home Loans
445,3,67926417,good,falling,-80,-8,63,-7,-27,-59,8.29,Fixed Deposits
539,3,95544748,good,rising,-15,-22,68,-6,44,69,8.19,Fixed Deposits
386,18,22127541,excellent,rising,-53,54,75,67,30,173,9.23,Fixed Deposits
718,10,52079514,good,rising,4,70,87,1,28,190,9.4,Home Loans
874,0,46212331,good,rising,50,-22,82,7,29,146,8.96,Fixed Deposits
628,7,35671255,poor,stable,1,43,95,-72,18,85,8.35,Fixed Deposits
566,14,15619711,excellent,rising,22,69,61,58,31,241,9.91,Fixed Deposits
622,0,22473814,poor,rising,23,-7,78,-56,37,75,8.25,Home Loans
411,6,40492259,poor,falling,-95,27,61,-57,-43,-107,7.73,Fixed Deposits
691,19,11667742,good,rising,17,94,78,24,37,250,10.0,Home Loans
746,19,89934842,good,stable,-19,73,90,1,18,163,9.13,Home Loans
368,10,96503487,good,rising,-53,69,90,13,34,153,9.03,Home Loans
526,13,91013675,excellent,rising,-4,99,95,60,34,284,10.34,Home Loans
745,15,94102320,excellent,rising,8,77,69,99,32,285,10.35,Home Loans
794,13,80696200,poor,stable,69,87,83,-59,1,181,9.31,Fixed Deposits
582,11,67440552,good,stable,19,73,95,-18,3,172,9.22,Home Loans
425,16,65014811,excellent,rising,-56,69,79,63,38,193,9.43,Fixed Deposits
614,13,92924746,good,rising,-11,73,78,20,47,207,9.57,Fixed Deposits
804,9,68609649,excellent,falling,96,30,88,62,-47,229,9.79,Home Loans
733,13,27302963,excellent,falling,-17,87,96,56,-31,191,9.41,Fixed Deposits
855,17,46312505,good,stable,67,74,89,-11,8,227,9.77,Fixed Deposits
716,8,16550065,excellent,rising,20,41,100,87,33,281,10.31,Fixed Deposits
493,16,39334201,excellent,falling,-55,66,51,93,-45,110,8.6,Fixed Deposits
418,5,20030015,excellent,rising,-65,-21,75,92,43,124,8.74,Fixed Deposits
448,7,844072,good,stable,-55,41,25,-8,5,8,7.58,Fixed Deposits
745,12,52791941,excellent,rising,16,58,77,85,27,263,10.13,Home Loans
374,17,30446070,excellent,stable,-71,69,100,80,3,181,9.31,Fixed Deposits
818,4,5035631,excellent,rising,60,-24,48,53,37,174,9.24,Home Loans
833,5,70543521,excellent,stable,82,-7,57,62,1,195,9.45,Home Loans
500,18,50993552,excellent,stable,20,58,80,88,17,263,10.13,Home Loans
493,3,40197431,excellent,falling,-61,14,88,79,-37,83,8.33,Home Loans
388,6,57965180,excellent,stable,-95,43,99,68,23,138,8.88,Fixed Deposits
458,3,60309046,poor,falling,-58,19,68,-97,-33,-101,7.54,Home Loans
391,10,36617317,excellent,falling,-55,53,62,50,-46,64,8.14,Home Loans
535,11,91860780,excellent,rising,13,55,65,89,49,271,10.21,Home Loans
747,13,65841364,excellent,rising,-4,85,72,81,27,261,10.11,Fixed Deposits
572,12,30268782,excellent,stable,13,60,60,61,13,207,9.57,Fixed Deposits
482,9,80171842,good,falling,-82,45,73,-14,-45,-23,7.8,Fixed Deposits
512,17,41699712,excellent,rising,-4,91,59,69,27,242,9.92,Fixed Deposits
564,15,70838141,excellent,stable,5,97,100,60,-13,249,9.99,Home Loans
584,4,91170740,excellent,rising,16,-1,54,98,35,202,9.52,Home Loans
358,7,2868408,good,rising,-76,42,36,4,45,51,8.01,Home Loans
423,13,58351760,excellent,stable,-60,74,85,98,-24,173,9.23,Home Loans
841,4,61994451,good,stable,99,25,75,18,14,231,9.81,Fixed Deposits
602,7,45418292,excellent,stable,23,45,77,80,18,243,9.93,Fixed Deposits
579,5,11139056,excellent,falling,4,-3,65,77,-39,104,8.54,Fixed Deposits
868,15,5094060,good,rising,94,79,26,18,47,264,10.14,Fixed Deposits
523,3,5133454,good,rising,-22,18,50,23,39,108,8.58,Fixed Deposits
517,11,87608107,good,falling,0,95,53,3,-26,125,8.75,Fixed Deposits
519,10,82456555,excellent,stable,-19,67,78,90,14,230,9.8,Fixed Deposits
742,2,96643511,good,rising,14,7,65,-4,36,118,8.68,Home Loans
543,11,13740428,excellent,stable,22,94,71,94,-3,278,10.28,Fixed Deposits
866,4,6273227,good,falling,61,9,35,23,-26,102,8.52,Home Loans
378,5,21233249,good,stable,-100,20,55,3,-16,-38,7.67,Fixed Deposits
514,18,63407454,excellent,stable,-20,71,77,50,9,187,9.37,Home Loans
771,17,55713098,good,rising,50,99,60,-5,30,234,9.84,Fixed Deposits
688,15,8389056,good,rising,-18,73,34,5,49,143,8.93,Home Loans
845,10,78994927,excellent,falling,93,72,96,76,-29,0,7.85,Fixed Deposits
714,4,92381156,poor,stable,22,25,70,-66,4,55,8.05,Fixed Deposits
691,8,30294457,poor,rising,7,25,75,-93,39,53,8.03,Home Loans
849,2,16552089,excellent,stable,53,-11,88,89,20,239,9.89,Home Loans
860,7,80471009,poor,stable,100,40,96,-93,-23,120,8.7,Home Loans
676,5,71329523,excellent,rising,24,2,71,55,42,194,9.44,Home Loans
566,3,81920288,good,stable,14,16,79,-11,-9,89,8.39,Fixed Deposits
650,11,53037024,poor,rising,-20,69,79,-80,38,86,8.36,Home Loans
481,11,75193864,good,rising,-56,85,82,11,38,160,9.1,Home Loans
419,15,27500670,excellent,stable,-98,92,89,55,-10,128,8.78,Fixed Deposits
601,9,75244774,poor,rising,-11,40,79,-72,43,79,8.29,Fixed Deposits
764,13,66303411,excellent,rising,55,54,86,74,35,-114,7.72,Home Loans
794,12,74730930,excellent,falling,55,100,79,72,-46,260,10.1,Home Loans
531,8,29595956,excellent,stable,11,35,75,87,7,215,9.65,Fixed Deposits
516,6,32578122,poor,rising,25,42,55,-74,46,94,8.44,Fixed Deposits
440,11,60503746,poor,rising,-74,64,53,-59,44,28,7.78,Home Loans
880,4,76760335,excellent,rising,91,-24,64,72,49,252,10.02,Fixed Deposits
388,17,67757290,poor,stable,-60,73,85,-82,24,40,7.9,Fixed Deposits
475,3,27872920,excellent,rising,-55,-13,52,77,50,111,8.61,Fixed Deposits
800,1,77620593,poor,rising,54,-3,65,-67,38,87,8.37,Fixed Deposits
522,2,63726246,good,rising,13,-14,65,-19,29,74,8.24,Fixed Deposits
569,11,77160852,excellent,rising,-9,95,89,100,29,-197,7.61,Fixed Deposits
407,2,72994109,excellent,rising,-78,7,76,62,46,113,8.63,Fixed Deposits
825,3,77556749,excellent,rising,66,18,55,53,29,221,9.71,Home Loans
805,5,6004085,excellent,falling,90,19,45,60,-41,173,9.23,Fixed Deposits
710,11,9962498,good,falling,-3,74,37,24,-41,91,8.41,Home Loans
350,18,56640977,excellent,rising,-62,84,58,70,33,183,9.33,Home Loans
736,9,65034427,poor,stable,7,27,90,-80,-12,32,7.82,Fixed Deposits
697,0,64923863,good,stable,-24,-25,92,17,7,67,8.17,Home Loans
539,16,23558329,good,rising,-16,92,57,19,48,200,9.5,Fixed Deposits
854,15,7170855,excellent,rising,68,53,37,91,30,279,10.29,Home Loans
540,8,61044369,poor,rising,14,50,68,-75,49,106,8.56,Fixed Deposits
857,8,49834097,good,stable,58,35,78,5,0,176,9.26,Home Loans
718,8,90809228,poor,stable,-11,26,80,-52,13,56,8.06,Fixed Deposits
758,11,90103940,poor,falling,92,100,82,-97,-39,138,8.88,Fixed Deposits
466,8,56017069,excellent,stable,-77,36,98,52,21,130,8.8,Fixed Deposits
483,14,66228686,excellent,falling,-89,62,55,88,-35,81,8.31,Home Loans
407,1,59228594,poor,falling,-79,-9,93,-53,-48,-96,8.34,Home Loans
522,10,56283968,poor,falling,-8,100,53,-80,-35,30,7.8,Home Loans
498,10,85768723,good,rising,-99,53,65,12,32,63,8.13,Fixed Deposits
429,7,61155731,excellent,rising,-86,30,52,67,38,101,8.51,Fixed Deposits
562,5,96157918,good,stable,16,-23,74,7,6,80,8.3,Fixed Deposits
552,19,39057915,excellent,stable,13,92,66,100,0,271,10.21,Home Loans
578,6,31807969,excellent,rising,-17,46,71,91,27,218,9.68,Fixed Deposits
576,2,54791607,excellent,falling,-4,-14,67,84,-39,94,8.44,Fixed Deposits
881,7,55936004,excellent,falling,66,36,81,81,-37,227,9.77,Fixed Deposits
790,17,79275376,excellent,stable,63,67,67,60,-7,250,10.0,Home Loans
751,16,62739020,poor,rising,80,79,75,-62,28,200,9.5,Home Loans
396,10,44082012,poor,falling,-60,95,99,-70,-39,25,7.75,Home Loans
582,1,78220414,poor,rising,-19,-15,74,-71,27,-4,7.72,Fixed Deposits
654,18,22419511,poor,rising,21,73,77,-63,46,154,9.04,Fixed Deposits
875,6,87124153,excellent,falling,84,45,89,95,-28,285,10.35,Home Loans
492,17,63109946,poor,stable,-67,98,72,-81,22,44,7.94,Home Loans
764,7,70058323,poor,rising,52,46,57,-61,27,121,8.71,Fixed Deposits
862,13,76536161,poor,falling,51,97,62,-75,-48,87,8.37,Fixed Deposits
722,6,76641841,good,rising,19,27,93,-15,31,155,9.05,Fixed Deposits
608,3,84909171,excellent,stable,1,-22,96,51,16,142,8.92,Fixed Deposits
820,16,57963733,excellent,stable,94,75,59,88,-10,240,9.9,Fixed Deposits
361,4,43633785,excellent,rising,-99,-18,90,66,37,76,8.26,Fixed Deposits
679,11,75537338,poor,rising,25,73,52,-77,43,116,8.66,Home Loans
707,8,54379212,excellent,falling,15,35,59,79,-45,143,8.93,Home Loans
757,19,97277826,poor,rising,54,94,98,-64,45,227,9.77,Fixed Deposits
722,12,5230871,excellent,rising,-5,61,39,55,48,198,9.48,Fixed Deposits
357,17,53830517,good,rising,-94,54,73,23,33,89,8.39,Home Loans
471,19,47501524,excellent,rising,-76,65,59,72,48,168,9.18,Fixed Deposits
697,8,75570972,excellent,falling,19,25,70,96,-37,173,9.23,Fixed Deposits
439,3,89353801,excellent,rising,-100,15,95,84,41,135,8.85,Home Loans
665,7,80239657,good,stable,-17,38,97,24,-19,123,8.73,Home Loans
527,0,46942675,excellent,rising,-24,-1,87,96,32,190,9.4,Fixed Deposits
889,16,63213832,good,falling,52,57,88,0,-46,151,9.01,Fixed Deposits
390,8,68711930,excellent,stable,-57,27,91,74,-14,121,8.71,Home Loans
851,19,9301283,poor,rising,86,71,43,-65,46,181,9.31,Home Loans
494,12,4480035,excellent,falling,-57,56,42,70,-49,62,8.12,Fixed Deposits
550,1,50846658,good,rising,-22,10,77,16,40,121,8.71,Fixed Deposits
810,12,16474327,excellent,stable,70,96,90,92,2,-186,7.87,Fixed Deposits
896,8,90857212,good,falling,75,36,51,-3,-26,133,8.83,Fixed Deposits
602,19,3282030,excellent,stable,18,58,33,50,1,160,9.1,Fixed Deposits
739,5,85874711,good,stable,11,24,53,-16,9,81,8.31,Fixed Deposits
605,0,17506816,poor,rising,-12,19,92,-76,39,62,8.12,Fixed Deposits
799,4,23177255,excellent,rising,95,9,98,71,41,-30,7.51,Fixed Deposits
359,2,91188877,excellent,rising,-91,13,52,96,40,110,8.6,Home Loans
591,3,97203641,good,falling,0,-7,81,-18,-48,8,7.58,Fixed Deposits
600,0,79618248,good,falling,-16,2,96,15,-36,61,8.11,Fixed Deposits
354,13,21580872,excellent,rising,-64,78,83,82,25,204,9.54,Home Loans
468,8,44162311,excellent,rising,-83,32,65,61,36,111,8.61,Fixed Deposits
723,3,94096673,excellent,rising,1,17,53,97,34,202,9.52,Home Loans
414,17,85434048,excellent,rising,-84,76,67,88,47,194,9.44,Fixed Deposits
495,13,47031117,excellent,rising,-91,54,77,61,30,131,8.81,Fixed Deposits
573,3,54505549,poor,stable,-15,22,91,-89,-18,-9,8.28,Fixed Deposits
588,9,79803667,excellent,falling,21,27,55,60,-31,132,8.82,Home Loans
526,2,50838629,good,stable,-2,7,92,22,12,131,8.81,Home Loans
631,6,34304761,poor,stable,-7,45,91,-93,25,61,8.11,Home Loans
412,9,50389681,excellent,stable,-57,34,50,100,-22,105,8.55,Fixed Deposits
566,12,94760138,good,stable,-10,91,65,-18,22,150,9.0,Fixed Deposits
810,3,5269258,poor,rising,72,-10,29,-64,29,56,8.06,Fixed Deposits
454,17,45513487,excellent,rising,-89,60,58,98,40,167,9.17,Fixed Deposits
448,10,11664797,excellent,rising,-82,68,66,65,42,159,9.09,Fixed Deposits
860,3,19597502,poor,stable,74,-13,85,-65,19,100,8.5,Home Loans
734,13,56314496,poor,falling,-23,64,83,-83,-38,3,7.53,Fixed Deposits
754,17,92943080,excellent,stable,62,91,80,93,-8,179,9.29,Home Loans
867,7,92595449,excellent,falling,70,28,83,70,-43,208,9.58,Fixed Deposits
825,9,77484096,excellent,rising,71,43,86,53,45,298,10.48,Fixed Deposits
786,4,9127303,excellent,stable,96,-11,26,99,13,223,9.73,Fixed Deposits
372,6,29110364,excellent,falling,-72,30,94,56,-29,79,8.29,Home Loans
807,11,26525307,good,stable,98,71,86,8,1,264,10.14,Home Loans
432,2,13797560,poor,falling,-58,23,50,-67,-36,-88,7.97,Fixed Deposits
494,3,62071924,excellent,stable,-76,-13,64,94,-24,45,7.95,Home Loans
434,9,51721600,poor,rising,-78,44,80,-65,28,9,7.59,Home Loans
427,3,30054715,excellent,rising,-89,23,100,86,40,160,9.1,Home Loans
806,14,80447040,excellent,stable,98,64,63,79,-14,290,10.4,Fixed Deposits
350,9,50204753,good,falling,-78,31,93,0,-35,11,7.61,Home Loans
400,15,99994780,excellent,rising,-96,71,83,61,49,168,9.18,Fixed Deposits
795,14,93310696,excellent,stable,78,92,50,60,-3,277,10.27,Home Loans
798,18,8816475,poor,stable,54,99,27,-72,-9,99,8.49,Fixed Deposits
837,19,33265655,excellent,rising,88,69,60,52,44,214,9.64,Home Loans
383,18,26061719,good,rising,-66,68,66,-15,34,87,8.37,Home Loans
697,17,25198595,excellent,rising,9,76,54,58,39,236,9.86,Fixed Deposits
444,11,98369834,excellent,rising,-84,57,66,75,43,157,9.07,Home Loans
421,15,6481645,good,rising,-71,67,42,-18,38,58,8.08,Fixed Deposits
900,0,73002322,poor,rising,51,-16,74,-80,25,54,8.04,Home Loans
503,15,99847850,excellent,rising,-11,99,84,57,45,274,10.24,Home Loans
599,1,30102625,good,stable,25,23,96,16,10,170,9.2,Fixed Deposits
787,14,20863304,poor,stable,72,90,65,-95,-24,108,8.58,Fixed Deposits
467,6,12177364,good,stable,-59,27,96,-8,-3,53,8.03,Fixed Deposits
655,0,77961196,excellent,stable,0,-11,98,55,14,156,9.06,Fixed Deposits
617,4,31490969,good,falling,-15,-3,99,-5,-49,27,7.77,Fixed Deposits
403,9,43335958,good,falling,-77,36,72,18,-40,9,7.59,Home Loans
585,3,74684566,good,falling,-17,23,89,22,-41,76,8.26,Fixed Deposits
738,13,1599227,excellent,rising,-12,76,45,97,35,241,9.91,Fixed Deposits
750,12,54174427,excellent,falling,-2,55,78,72,-42,161,9.11,Fixed Deposits
652,0,2255975,good,stable,-19,-2,38,10,3,30,7.8,Home Loans
556,15,49169691,excellent,rising,-16,71,85,67,50,257,10.07,Home Loans
578,8,39354382,good,rising,7,33,59,1,48,148,8.98,Home Loans
424,15,41264792,poor,stable,-68,59,69,-56,10,14,7.64,Home Loans
784,18,64656036,poor,rising,95,52,56,-98,28,133,8.83,Fixed Deposits
452,14,3067265,excellent,rising,-74,55,47,61,45,134,8.84,Home Loans
771,13,28539008,excellent,stable,57,75,50,69,7,258,10.08,Home Loans
655,19,76109937,good,stable,-12,94,70,-7,5,150,9.0,Home Loans
447,9,13411221,good,falling,-94,38,56,-3,-28,-31,8.37,Home Loans
684,11,69096806,poor,stable,-8,85,93,-96,2,76,8.26,Fixed Deposits
784,0,2238587,good,stable,75,16,28,25,10,154,9.04,Home Loans
796,16,22880157,excellent,rising,90,68,88,68,25,61,8.11,Fixed Deposits
657,8,29431361,good,stable,-11,40,64,-14,-22,57,8.07,Fixed Deposits
598,18,66820621,good,rising,7,88,83,2,28,208,9.58,Fixed Deposits
515,17,65936610,good,falling,-15,72,51,11,-50,69,8.19,Home Loans
830,6,71950428,good,rising,68,29,86,8,38,229,9.79,Home Loans
684,8,15432115,excellent,rising,16,36,52,65,40,209,9.59,Home Loans
891,11,66999905,excellent,rising,67,64,97,53,33,273,10.23,Fixed Deposits
455,6,78896288,excellent,falling,-79,25,53,96,-27,68,8.18,Home Loans
430,13,6440267,excellent,falling,-65,87,39,91,-26,126,8.76,Home Loans
482,14,26098353,excellent,rising,-83,68,98,55,31,169,9.19,Home Loans
487,14,22135964,poor,rising,-83,54,92,-94,38,7,7.57,Home Loans
533,5,47662534,excellent,stable,-4,-17,85,83,2,149,8.99,Home Loans
750,13,15553391,poor,falling,-1,56,76,-97,-46,-12,7.56,Home Loans
679,1,72998415,excellent,rising,18,-2,53,64,38,171,9.21,Home Loans
857,7,85480278,excellent,rising,80,33,85,62,37,297,10.47,Home Loans
418,12,66596645,excellent,rising,-92,65,68,58,47,146,8.96,Home Loans
895,5,37022588,excellent,stable,99,11,83,86,-24,255,10.05,Fixed Deposits
402,4,21438376,poor,rising,-63,-16,65,-84,50,-48,7.67,Home Loans
799,4,27101524,excellent,rising,68,-5,94,87,47,291,10.41,Home Loans
554,0,30325085,excellent,rising,-1,-5,89,63,44,190,9.4,Home Loans
475,8,39051609,poor,stable,-86,39,100,-64,-14,-25,7.77,Fixed Deposits
392,5,66698870,excellent,falling,-96,-11,71,80,-30,14,7.64,Home Loans
460,19,89359406,excellent,falling,-90,62,81,51,-44,60,8.1,Home Loans
532,6,67638118,excellent,stable,-13,44,51,95,8,185,9.35,Fixed Deposits
444,8,91158016,excellent,falling,-67,42,66,68,-30,79,8.29,Home Loans
723,4,21927749,excellent,rising,-18,-19,72,68,42,145,8.95,Home Loans
869,13,6784545,excellent,stable,74,89,36,62,-16,245,9.95,Home Loans
709,4,33524597,poor,rising,1,-18,95,-80,30,28,7.78,Fixed Deposits
630,7,32518763,poor,stable,-15,35,61,-70,13,24,7.74,Fixed Deposits
544,6,58919371,excellent,falling,-8,48,62,93,-39,156,9.06,Fixed Deposits
544,12,60919488,excellent,falling,-16,90,59,77,-30,180,9.3,Fixed Deposits
442,12,24338310,excellent,stable,-68,87,53,50,-10,112,8.62,Fixed Deposits
410,7,47817071,good,stable,-65,44,56,9,25,69,8.19,Home Loans
400,10,64952449,excellent,falling,-84,51,51,59,-31,46,7.96,Home Loans
752,17,5808873,poor,rising,98,86,39,-93,42,172,9.22,Fixed Deposits
354,18,51219095,good,stable,-96,71,85,-13,20,67,8.17,Fixed Deposits
815,5,49647075,excellent,rising,72,-22,58,68,39,215,9.65,Home Loans
883,1,29723212,good,falling,52,21,73,-23,-43,80,8.3,Home Loans
754,12,98952422,excellent,rising,88,56,55,52,48,299,10.49,Home Loans
862,10,61165948,excellent,rising,86,50,98,76,39,242,9.92,Home Loans
582,0,39838211,excellent,stable,-16,-7,56,67,-5,95,8.45,Home Loans
873,1,35680461,excellent,rising,76,4,65,84,36,265,10.15,Home Loans
695,16,82708767,good,rising,-19,99,66,18,50,214,9.64,Fixed Deposits
395,7,71936712,good,stable,-52,26,79,8,5,66,8.16,Home Loans
895,1,43745188,excellent,falling,78,-13,57,79,-29,172,9.22,Home Loans
427,5,84991474,poor,rising,-52,2,52,-93,42,-49,8.4,Fixed Deposits
422,4,88860628,excellent,falling,-62,-12,74,70,-41,29,7.79,Fixed Deposits
598,15,10559315,excellent,falling,-20,52,78,95,-31,174,9.24,Home Loans
396,7,49088296,excellent,stable,-92,40,70,68,-12,74,8.24,Home Loans
470,18,26156508,good,stable,-93,74,55,17,-7,46,7.96,Home Loans
563,15,22430294,poor,rising,-12,95,72,-53,49,151,9.01,Fixed Deposits
588,12,54540360,good,rising,12,96,99,20,40,267,10.17,Home Loans
405,19,23978881,poor,rising,-92,52,60,-61,46,5,7.55,Home Loans
699,6,46684470,excellent,rising,-15,26,55,79,46,191,9.41,Home Loans
456,15,7938741,excellent,rising,-90,52,37,76,44,119,8.69,Fixed Deposits
397,15,39144995,good,rising,-61,90,58,-6,30,111,8.61,Home Loans
686,11,99656797,good,stable,9,78,57,-12,19,151,9.01,Home Loans
375,13,92181279,excellent,stable,-90,89,94,61,17,171,9.21,Fixed Deposits
606,17,58828591,poor,falling,10,68,76,-52,-50,52,8.02,Fixed Deposits
357,17,29432413,excellent,rising,-98,69,81,72,33,157,9.07,Home Loans
602,15,90646987,excellent,rising,19,70,78,61,43,271,10.21,Fixed Deposits
652,19,90875515,good,stable,-7,69,95,18,-21,154,9.04,Home Loans
405,15,96039207,good,rising,-93,77,82,18,31,115,8.65,Home Loans
875,12,18762075,excellent,stable,77,96,54,88,8,120,8.7,Home Loans
823,8,20005421,excellent,stable,50,36,87,91,-6,258,10.08,Fixed Deposits
377,8,28888328,excellent,rising,-61,38,58,79,39,153,9.03,Home Loans
427,12,99194179,good,rising,-71,99,62,22,30,142,8.92,Fixed Deposits
